"DATE","DATATYPE","SPECIES_COMMON","SPECIES_SCIENTIFIC","SEX (M/F)","MALE MATURITY (1-3)","TL (CM)","PCL (CM)","IDL (CM)","LATITUDE","LONGITUDE","...12","DAY","MONTH","YEAR"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.9","32.4","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.6","31.4","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","37.200000000000003","29","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"41.7","33.6","6.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","41.9","33.200000000000003","6.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","39","31","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","43.9","36.1","6.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","44.5","34.799999999999997","6.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"33.200000000000003","25.9","5.0999999999999996","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","40.1","32.200000000000003","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","41.9","33.6","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.200000000000003","31.6","6.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"42.4","33.200000000000003","6.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"34","26.3","4.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","40.299999999999997","31.4","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"37.700000000000003","29.8","5.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","37","29.2","5.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","34.200000000000003","26.7","5","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"35.6","27.7","5.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"38.4","29.8","6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","38.799999999999997","31","5.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.9","31.3","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"36.799999999999997","28.8","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","38.200000000000003","29.9","5.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"40.9","31.9","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","32.799999999999997","25.8","5.0999999999999996","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","36.9","29.3","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"38.5","30.6","5.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","43.2","34.1","6.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"38.9","30.8","5.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","39.6","31.1","6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","39.5","31.6","6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"37.799999999999997","30.3","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","41.5","32.9","6.5","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","41.4","33.200000000000003","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","38.799999999999997","31.3","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","37.200000000000003","29.9","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","37.200000000000003","29.2","5.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","1","37.799999999999997","29.2","5.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","38.6","31.1","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","1","39.299999999999997","30.8","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","1","37.200000000000003","36.6","6","-34.191733","18.432753",NA,"24","01","2018"
2018-02-06,"UVC","Dark shyshark","Haploblepharus pictus","M",NA,"46.5","36.5","6.5","-34.420833","19.244536",NA,"06","02","2018"
2018-02-06,"UVC","Dark shyshark","Haploblepharus pictus","M","1","40.5","32","5","-34.420833","19.244536",NA,"06","02","2018"
2018-02-23,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"81","63","7","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Pyjama catshark","Poroderma africanum","M","3","86","68","8","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"56","46","5","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"45.6","36.6","6.1","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.5","42","7.9","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","M","2","48","38","6.1","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"52","41","7.2","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"44","35","6","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"37.1","29.8","4.9000000000000004","-34.420833","19.244536",NA,"23","02","2018"
2018-02-23,"UVC","Dark shyshark","Haploblepharus pictus","M","1","40.6","32.1","5.5","-34.420833","19.244536",NA,"23","02","2018"
2018-03-14,"UVC","Dark shyshark","Haploblepharus pictus","M","3","49.7","40","7.6","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Brown shyshark","Haploblepharus fuscus","F",NA,"59.8","50.4","8.9","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"52.6","43.5","8","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Dark shyshark","Haploblepharus pictus","M","1","40.5","33.4","5.5","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Dark shyshark","Haploblepharus pictus","M",NA,"44.5","35.1","5.5","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"66","52.8","8","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Pyjama catshark","Poroderma africanum","M","3","96.3","77.3","8","-34.420833","19.244536",NA,"14","03","2018"
2018-03-14,"UVC","Dark shyshark","Haploblepharus pictus","M","1","45.2","35.4","5","-34.420833","19.244536",NA,"14","03","2018"
2018-04-03,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"74.099999999999994","60.4","6.3","-34.420833","19.244536",NA,"03","04","2018"
2018-04-03,"UVC","Dark shyshark","Haploblepharus pictus","M","3","58.5","49","7.7","-34.420833","19.244536",NA,"03","04","2018"
2018-04-03,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"57.9","48.7","7.3","-34.420833","19.244536",NA,"03","04","2018"
2018-04-09,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"59","47.8","8.4","-34.420833","19.244536",NA,"09","04","2018"
2018-04-09,"UVC","Pyjama catshark","Poroderma africanum","M","2","78.099999999999994","63.4","6.7","-34.420833","19.244536",NA,"09","04","2018"
2018-04-09,"UVC","Pyjama catshark","Poroderma africanum","M","3","85.1","67.2","6.7","-34.420833","19.244536",NA,"09","04","2018"
2018-04-09,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"59.7","48.6","7.1","-34.420833","19.244536",NA,"09","04","2018"
2018-04-23,"UVC","Pyjama catshark","Poroderma africanum","M","1","63","50.6","5.7","-34.420833","19.244536",NA,"23","04","2018"
2018-04-23,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"52.4","42.1","4.5","-34.420833","19.244536",NA,"23","04","2018"
2018-04-23,"UVC","Dark shyshark","Haploblepharus pictus","M","3","54.3","43.5","7.1","-34.420833","19.244536",NA,"23","04","2018"
2018-04-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.1","52.4","6.9","-34.420833","19.244536",NA,"23","04","2018"
2018-04-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"43","35.6","5.5","-34.420833","19.244536",NA,"23","04","2018"
2018-04-23,"UVC","Dark shyshark","Haploblepharus pictus","M","3","48.3","38","6.2","-34.420833","19.244536",NA,"23","04","2018"
2018-04-26,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"64.3","55.8","8.5","-34.420833","19.244536",NA,"26","04","2018"
2018-05-01,"UVC","Dark shyshark","Haploblepharus pictus","M","3","59","47.8","7.8","-34.420833","19.244536",NA,"01","05","2018"
2018-05-01,"UVC","Dark shyshark","Haploblepharus pictus","M","2","46","38","7","-34.420833","19.244536",NA,"01","05","2018"
2018-05-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"51.5","41.8","7.5","-34.420833","19.244536",NA,"01","05","2018"
2018-05-08,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"60","49","7.5","-34.420833","19.244536",NA,"08","05","2018"
2018-05-08,"UVC","Dark shyshark","Haploblepharus pictus","M","1","43","37.5","6.5","-34.420833","19.244536",NA,"08","05","2018"
2018-05-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","55.6","44.9","7.3","-34.420833","19.244536",NA,"08","05","2018"
2018-05-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","53.5","43.7","8.1999999999999993","-34.420833","19.244536",NA,"08","05","2018"
2018-05-10,"UVC","Dark shyshark","Haploblepharus pictus","M","2","59.2","47.4","8","-34.420833","19.244536",NA,"10","05","2018"
2018-05-10,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"55.8","44.4","7.7","-34.420833","19.244536",NA,"10","05","2018"
2018-05-10,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.7","45","7.3","-34.420833","19.244536",NA,"10","05","2018"
2018-05-12,"UVC","Dark shyshark","Haploblepharus pictus","M","3","60.5","49.3","8.1999999999999993","-34.420833","19.244536",NA,"12","05","2018"
2018-05-12,"UVC","Dark shyshark","Haploblepharus pictus","M","3","48.3","37.5","6.4","-34.420833","19.244536",NA,"12","05","2018"
2018-05-12,"UVC","Dark shyshark","Haploblepharus pictus","M","3","60.5","49.1","8.1999999999999993","-34.420833","19.244536",NA,"12","05","2018"
2018-05-16,"UVC","Dark shyshark","Haploblepharus pictus","M","3","58.7","46.4","8.3000000000000007","-34.420833","19.244536",NA,"16","05","2018"
2018-05-16,"UVC","Leopard catshark","Poroderma pantherinum","M","1","53","43.1","4.3","-34.420833","19.244536",NA,"16","05","2018"
2018-05-16,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"57.5","47","7.6","-34.420833","19.244536",NA,"16","05","2018"
2018-05-16,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"99.5","81.599999999999994","8.4","-34.420833","19.244536",NA,"16","05","2018"
2018-05-16,"UVC","Dark shyshark","Haploblepharus pictus","M","1","49.2","40.5","7.3","-34.420833","19.244536",NA,"16","05","2018"
2018-05-16,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"49.9","40","6.6","-34.420833","19.244536",NA,"16","05","2018"
2018-05-18,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"49.6","39.4","6.8","-34.420833","19.244536",NA,"18","05","2018"
2018-05-18,"UVC","Dark shyshark","Haploblepharus pictus","M","1","49.9","40.200000000000003","7","-34.420833","19.244536",NA,"18","05","2018"
2018-05-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"49.1","38.5","6.3","-34.420833","19.244536",NA,"19","05","2018"
2018-05-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"46.2","36.5","7.1","-34.420833","19.244536",NA,"19","05","2018"
2018-05-19,"UVC","Dark shyshark","Haploblepharus pictus","M","3","56.6","44.7","7","-34.420833","19.244536",NA,"19","05","2018"
2018-05-21,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"49.3","39.1","6.4","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"83.2","65.400000000000006","6.2","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Leopard catshark","Poroderma pantherinum","M","1","55","44","4.5","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"60.1","47.6","5.6","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Leopard catshark","Poroderma pantherinum","M","2","53.9","42.8","5.6","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Pyjama catshark","Poroderma africanum","M","3","96.4","76.900000000000006","9.6999999999999993","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"64.2","51.1","5.4","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"47.5","38.299999999999997","5.9","-34.420833","19.244536",NA,"21","05","2018"
2018-05-21,"UVC","Dark shyshark","Haploblepharus pictus","M","1","44.7","35.9","5.7","-34.420833","19.244536",NA,"21","05","2018"
2018-05-25,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"49.6","38.700000000000003","5.9","-34.420833","19.244536",NA,"25","05","2018"
2018-05-27,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"46","35.4","6.5","-34.420833","19.244536",NA,"27","05","2018"
2018-05-27,"UVC","Dark shyshark","Haploblepharus pictus","M","3","54.1","42.4","6.6","-34.420833","19.244536",NA,"27","05","2018"
2018-05-27,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"56.4","44.3","7.5","-34.420833","19.244536",NA,"27","05","2018"
2018-05-27,"UVC","Dark shyshark","Haploblepharus pictus","M","2","46.8","37.4","6.2","-34.420833","19.244536",NA,"27","05","2018"
2018-05-28,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"80.2","61.6","6.9","-34.420833","19.244536",NA,"28","05","2018"
2018-05-28,"UVC","Pyjama catshark","Poroderma africanum","M","2","88.9","71.400000000000006","7.9","-34.420833","19.244536",NA,"28","05","2018"
2018-05-28,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"48.5","39.6","4.8","-34.420833","19.244536",NA,"28","05","2018"
2018-05-28,"UVC","Leopard catshark","Poroderma pantherinum","M","1","35.5","21.9","3.4","-34.420833","19.244536",NA,"28","05","2018"
2018-05-28,"UVC","Dark shyshark","Haploblepharus pictus","M","1","46.1","37.6","6.4","-34.420833","19.244536",NA,"28","05","2018"
2018-05-30,"UVC","Dark shyshark","Haploblepharus pictus","M","3","56.3","44.2","7.4","-34.420833","19.244536",NA,"30","05","2018"
2018-05-30,"UVC","Dark shyshark","Haploblepharus pictus","M","3","51.1","41","7.2","-34.420833","19.244536",NA,"30","05","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","58","50.1","7.2","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","60.5","48.7","8.1999999999999993","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","2","49","38.200000000000003","6.1","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Leopard catshark","Poroderma pantherinum","M","1","50.9","40.799999999999997","3.9","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","53.8","41.5","7.3","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","55.3","44.7","8.1","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","61.2","50","9.6","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"39.5","31.8","3.3","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Pyjama catshark","Poroderma africanum","M","1","48.1","37.9","4.4000000000000004","-34.420833","19.244536",NA,"08","06","2018"
2018-06-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","49.3","38.9","7.8","-34.420833","19.244536",NA,"08","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","54.3","43.2","6.6","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","55.9","45.2","7","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","2","54.9","44.6","8","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","55.3","45.4","7.1","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Leopard catshark","Poroderma pantherinum","M","1","53.5","42.3","5","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","52.9","42","7.8","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","45","35.5","6.4","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","56.3","46","8.3000000000000007","-34.420833","19.244536",NA,"11","06","2018"
2018-06-11,"UVC","Dark shyshark","Haploblepharus pictus","M","1","41.7","33.1","6","-34.420833","19.244536",NA,"11","06","2018"
2018-06-13,"UVC","Dark shyshark","Haploblepharus pictus","M","3","48.2","38.5","6.1","-34.420833","19.244536",NA,"13","06","2018"
2018-06-13,"UVC","Dark shyshark","Haploblepharus pictus","M","3","53.6","33.200000000000003","6.3","-34.420833","19.244536",NA,"13","06","2018"
2018-06-13,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"50.5","41","5.8","-34.420833","19.244536",NA,"13","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","M","1","41.3","33","5.9","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","M","1","31.4","24.9","3.6","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Pyjama catshark","Poroderma africanum","M","3","90.7","73.8","7.3","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","M","3","57.8","43.1","6.7","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"58.2","48.1","6.5","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"55.2","43.8","6.9","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","M","2","47.3","39","6.9","-34.420833","19.244536",NA,"18","06","2018"
2018-06-18,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"47.1","39.1","6.4","-34.420833","19.244536",NA,"18","06","2018"
2018-06-29,"UVC","Pyjama catshark","Poroderma africanum","M","3","93.1","74.3","8.6999999999999993","-34.420833","19.244536",NA,"29","06","2018"
2018-06-29,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"45.2","36.700000000000003","8.6999999999999993","-34.420833","19.244536",NA,"29","06","2018"
2018-06-29,"UVC","Dark shyshark","Haploblepharus pictus","M","3","51.4","46.9","6.3","-34.420833","19.244536",NA,"29","06","2018"
2018-07-09,"UVC","Leopard catshark","Poroderma pantherinum","M","2","56.6","45.3","4.8","-34.434256","19.225572",NA,"09","07","2018"
2018-07-09,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.3","44.4","7.4","-34.434256","19.225572",NA,"09","07","2018"
2018-07-09,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"50","40.299999999999997","4.7","-34.434256","19.225572",NA,"09","07","2018"
2018-07-09,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"55.8","44","7","-34.434256","19.225572",NA,"09","07","2018"
2018-07-09,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"53.2","42.5","4.2","-34.434256","19.225572",NA,"09","07","2018"
2018-07-10,"UVC","Leopard catshark","Poroderma pantherinum","M","1","34.4","26.7","2.8","-34.420833","19.244536",NA,"10","07","2018"
2018-07-10,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"57.4","44.5","4.5","-34.420833","19.244536",NA,"10","07","2018"
2018-07-10,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"59","46.8","7.8","-34.420833","19.244536",NA,"10","07","2018"
2018-07-10,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"61.5","48.9","8.3000000000000007","-34.420833","19.244536",NA,"10","07","2018"
2018-07-10,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"89.9","72.5","4.0999999999999996","-34.420833","19.244536",NA,"10","07","2018"
2018-07-10,"UVC","Dark shyshark","Haploblepharus pictus","M","3","54.7","43.4","7.4","-34.420833","19.244536",NA,"10","07","2018"
2018-07-10,"UVC","Pyjama catshark","Poroderma africanum","M","1","55.3","43.4","5.2","-34.420833","19.244536",NA,"10","07","2018"
2018-07-18,"UVC","Leopard catshark","Poroderma pantherinum","M","2","68.599999999999994","55.6","5.7","-34.420833","19.244536",NA,"18","07","2018"
2018-07-18,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.4","43","6.9","-34.420833","19.244536",NA,"18","07","2018"
2018-07-18,"UVC","Dark shyshark","Haploblepharus pictus","M","1","39.200000000000003","31.3","5.2","-34.420833","19.244536",NA,"18","07","2018"
2018-07-18,"UVC","Dark shyshark","Haploblepharus pictus","M","1","42.2","33.700000000000003","4.8","-34.420833","19.244536",NA,"18","07","2018"
2018-07-18,"UVC","Dark shyshark","Haploblepharus pictus","M","3","50.7","40.799999999999997","6.6","-34.420833","19.244536",NA,"18","07","2018"
2018-07-18,"UVC","Leopard catshark","Poroderma pantherinum","M","2","54.6","45.7","4.4000000000000004","-34.420833","19.244536",NA,"18","07","2018"
2018-07-23,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"51.7","41.6","4.7","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"51.6","41.5","6.4","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"43.4","35.799999999999997","3.2","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"88.6","70.900000000000006","8.8000000000000007","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"59.9","47.4","8.6","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"57.8","46.4","7","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","M","2","37.5","30.1","4.4000000000000004","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"60.7","47.3","8.1","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"37.4","29.4","4.5999999999999996","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Leopard catshark","Poroderma pantherinum","M","2","55.2","45","4.0999999999999996","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Leopard catshark","Poroderma pantherinum","M","2","54.6","42.9","4.3","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","M","1","41.6","32.799999999999997","5.3","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"60.8","48.5","8.5","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","M","3","58.1","47.7","8.5","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","M","2","49","39.299999999999997","6.6","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"45.9","35.299999999999997","3.7","-34.420833","19.244536",NA,"23","07","2018"
2018-07-23,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"58.7","47.2","8.5","-34.420833","19.244536",NA,"23","07","2018"
2018-09-05,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"60.5","49","8","-34.420833","19.244536",NA,"05","09","2018"
2018-09-05,"UVC","Leopard catshark","Poroderma pantherinum","M","3","65.5","53","4.5","-34.420833","19.244536",NA,"05","09","2018"
