"DATE","DATATYPE","SPECIES_COMMON","SPECIES_SCIENTIFIC","SEX (M/F)","MALE MATURITY (1-3)","TL (CM)","PCL (CM)","IDL (CM)","LATITUDE","LONGITUDE","...12","DAY","MONTH","YEAR"
2016-05-26,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"92.8","74","7.5","-34.420833","19.244536",NA,"26","05","2016"
2016-05-26,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"96.3","77.5","8.4","-34.420833","19.244536",NA,"26","05","2016"
2016-05-26,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"39","30.8","5.4","-34.420833","19.244536",NA,"26","05","2016"
2016-05-26,"UVC","Dark shyshark","Haploblepharus pictus","M","1","38.200000000000003","30.1","5.0999999999999996","-34.420833","19.244536",NA,"26","05","2016"
2016-05-26,"UVC","Dark shyshark","Haploblepharus pictus","M","1","37","28.6","4.5","-34.420833","19.244536",NA,"26","05","2016"
2016-06-01,"UVC","Dark shyshark","Haploblepharus pictus","M","1","35.4","28.2","4.5","-34.420833","19.244536",NA,"01","06","2016"
2016-06-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.4","42.9","6.9","-34.420833","19.244536",NA,"01","06","2016"
2016-06-01,"UVC","Dark shyshark","Haploblepharus pictus","M","1","46.9","37.200000000000003","6.9","-34.420833","19.244536",NA,"01","06","2016"
2016-06-01,"UVC","Dark shyshark","Haploblepharus pictus","M","1","26","20.3","3.2","-34.420833","19.244536",NA,"01","06","2016"
2016-06-03,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"98","79.5","7.5","-34.420833","19.244536",NA,"03","06","2016"
2016-06-06,"UVC","Dark shyshark","Haploblepharus pictus","M","3","61.1","48.4","7.1","-34.420833","19.244536",NA,"06","06","2016"
2016-06-06,"UVC","Dark shyshark","Haploblepharus pictus","M","3","54.6","44","7.1","-34.420833","19.244536",NA,"06","06","2016"
2016-06-13,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.4","42","6.5","-34.420833","19.244536",NA,"13","06","2016"
2016-06-14,"UVC","Dark shyshark","Haploblepharus pictus","M","1","27","21.5","3.5","-34.420833","19.244536",NA,"14","06","2016"
2016-06-24,"UVC","Dark Shyshark","Haploblepharus pictus","F",NA,"48.8","38.4","5.9","-34.420833","19.244536",NA,"24","06","2016"
2016-06-24,"UVC","Dark Shyshark","Haploblepharus pictus","F",NA,"49.3","38.9","6.7","-34.420833","19.244536",NA,"24","06","2016"
2016-06-24,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"50.8","39.9","3.9","-34.420833","19.244536",NA,"24","06","2016"
2016-06-24,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"65","51.2","5.4","-34.420833","19.244536",NA,"24","06","2016"
2016-07-11,"UVC","Dark shyshark","Haploblepharus pictus","M","1","33","26.1","3.7","-34.420833","19.244536",NA,"11","07","2016"
2016-07-11,"UVC","Dark shyshark","Haploblepharus pictus","M","1","32.5","25.6","4.4000000000000004","-34.420833","19.244536",NA,"11","07","2016"
2016-07-11,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.9","44.1","6.2","-34.420833","19.244536",NA,"11","07","2016"
2016-07-13,"UVC","Dark shyshark","Haploblepharus pictus","M","1","51.9","41","7.6","-34.420833","19.244536",NA,"13","07","2016"
2016-07-13,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"58.8","48","7.9","-34.420833","19.244536",NA,"13","07","2016"
2016-07-18,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"42.4","34.299999999999997","5.4","-34.420833","19.244536",NA,"18","07","2016"
2016-08-11,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"101.5","81","9","-34.420833","19.244536",NA,"11","08","2016"
2016-08-11,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.3","43","6.8","-34.420833","19.244536",NA,"11","08","2016"
2016-08-11,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"40.5","31.5","5.6","-34.420833","19.244536",NA,"11","08","2016"
2016-08-11,"UVC","Dark shyshark","Haploblepharus pictus","M","1","39.299999999999997","31.5","5.5","-34.420833","19.244536",NA,"11","08","2016"
2016-08-11,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"42.5","33.5","5.5","-34.420833","19.244536",NA,"11","08","2016"
2016-09-08,"UVC","Leopard catshark","Poroderma pantherinum","M","1","48","39","4","-34.420833","19.244536",NA,"08","09","2016"
2016-09-08,"UVC","Dark shyshark","Haploblepharus pictus","M","3","57","45.5","8","-34.420833","19.244536",NA,"08","09","2016"
2016-09-14,"UVC","Dark Shyshark","Haploblepharus pictus","F",NA,"53.2","42.3","7.7","-34.420833","19.244536",NA,"14","09","2016"
2017-01-11,"UVC","Dark shyshark","Haploblepharus pictus","M","3","59.5","47.5","6.8","-34.420833","19.244536",NA,"11","01","2017"
2017-01-11,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"33.299999999999997","26.2","4.5","-34.420833","19.244536",NA,"11","01","2017"
2017-05-03,"UVC","Pyjama catshark","Poroderma africanum","M","2","71","55","7.5","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"37","30","5","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Dark shyshark","Haploblepharus pictus","M","3","57","46","8","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"62","51","5.5","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54","43","7.5","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Dark shyshark","Haploblepharus pictus","M","3","61.5","49.5","9","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"27","21","4","-34.420833","19.244536",NA,"03","05","2017"
2017-05-03,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"25","19","4","-34.420833","19.244536",NA,"03","05","2017"
2017-05-16,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"63","51","6","-34.420833","19.244536",NA,"16","05","2017"
2017-05-16,"UVC","Leopard catshark","Poroderma pantherinum","M","1","48.5","32","5","-34.420833","19.244536",NA,"16","05","2017"
2017-05-16,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"43","34","5","-34.420833","19.244536",NA,"16","05","2017"
2017-05-16,"UVC","Pyjama catshark","Poroderma africanum","M","3","92","74","9","-34.420833","19.244536",NA,"16","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"55.4","44.5","8","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","M","3","63.5","50","9","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"40","32","6","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","M","3","59.4","49","8","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","M","3","61","49","7.5","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Pyjama catshark","Poroderma africanum","M","3","79","63","8","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","M","2","62","51","8","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"40","32","6","-34.420833","19.244536",NA,"22","05","2017"
2017-05-22,"UVC","Dark shyshark","Haploblepharus pictus","M","2","49","39","6.9","-34.420833","19.244536",NA,"22","05","2017"
2017-07-06,"UVC","Dark Shyshark","Haploblepharus pictus","F",NA,"44","35","6","-34.420833","19.244536",NA,"06","07","2017"
2017-07-06,"UVC","Pyjama Catshark","Poroderma africanum","M","2","84","66","8","-34.420833","19.244536",NA,"06","07","2017"
2017-07-06,"UVC","Leopard Catshark","Poroderma pantherinum","M","2","71","58","6","-34.420833","19.244536",NA,"06","07","2017"
2017-07-06,"UVC","Leopard Catshark","Poroderma pantherinum","F",NA,"48","38","4","-34.420833","19.244536",NA,"06","07","2017"
2017-07-06,"UVC","Dark Shyshark","Haploblepharus pictus","F",NA,"53","42","6.5","-34.420833","19.244536",NA,"06","07","2017"
2017-07-06,"UVC","Dark Shyshark","Haploblepharus pictus","M","3","47","38","7","-34.420833","19.244536",NA,"06","07","2017"
2017-07-11,"UVC","Dark Shyshark","Haploblepharus pictus","F",NA,"54.5","43","7","-34.420833","19.244536",NA,"11","07","2017"
2017-07-31,"UVC","Dark shyshark","Haploblepharus pictus","M","1","40.5","32","4.5","-34.420833","19.244536",NA,"31","07","2017"
2017-08-01,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"64.5","51","4.5","-34.420833","19.244536",NA,"01","08","2017"
2017-08-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"55","45","8.5","-34.420833","19.244536",NA,"01","08","2017"
2017-08-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"32","25.5","2.5","-34.420833","19.244536",NA,"01","08","2017"
2017-08-01,"UVC","Dark shyshark","Haploblepharus pictus","M","3","54.5","45","7","-34.420833","19.244536",NA,"01","08","2017"
2017-08-04,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"50","40","4","-34.420833","19.244536",NA,"04","08","2017"
2017-08-04,"UVC","Leopard catshark","Poroderma pantherinum","M","1","50","40","4","-34.420833","19.244536",NA,"04","08","2017"
2017-08-04,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"57","45","4.5","-34.420833","19.244536",NA,"04","08","2017"
2017-08-04,"UVC","Leopard catshark","Poroderma pantherinum","M","1","36","25","3.5","-34.420833","19.244536",NA,"04","08","2017"
2017-08-04,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"58","47","5.5","-34.420833","19.244536",NA,"04","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","M","1","30.5","24","3.5","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus",NA,NA,"34.5","27","4","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","M","3","55.3","44","7","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","M","3","59.5","47","9","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","M","1","26.5","21","4","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"45","36","6.5","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54","44","7.5","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.3","42.5","7.5","-34.420833","19.244536",NA,"21","08","2017"
2017-08-21,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.5","44","7.5","-34.420833","19.244536",NA,"21","08","2017"
2017-08-31,"UVC","Dark shyshark","Haploblepharus pictus","M","1","34.5","28","6.5","-34.420833","19.244536",NA,"31","08","2017"
2017-08-31,"UVC","Dark shyshark","Haploblepharus pictus","M","1","41.8","32.5","6.6","-34.420833","19.244536",NA,"31","08","2017"
2017-08-31,"UVC","Dark shyshark","Haploblepharus pictus","M","1","32.200000000000003","26","5.2","-34.420833","19.244536",NA,"31","08","2017"
2017-09-08,"UVC","Dark shyshark","Haploblepharus pictus","M","2","45","35","6","-34.420833","19.244536",NA,"08","09","2017"
2017-09-08,"UVC","Dark shyshark","Haploblepharus pictus","M","1","35","27","4.5","-34.420833","19.244536",NA,"08","09","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","M","2","46.7","37.6","6.5","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","M","1","42.8","34.299999999999997","6.3","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"40.6","26.5","4.7","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","M",NA,"46","32.6","6.3","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"49.5","35.700000000000003","6.9","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus",NA,NA,"50.8","38.200000000000003","4.5","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","M",NA,"63.2","42.4","8.6","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"42.1","30.3","6.5","-34.420833","19.244536",NA,"19","10","2017"
2017-10-19,"UVC","Leopard catshark","Poroderma pantherinum",NA,NA,"59.7","45.9","6","-34.420833","19.244536",NA,"19","10","2017"
2017-10-30,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"53.6","45.2","7.6","-34.420833","19.244536",NA,"30","10","2017"
2017-10-30,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"59.9","47.5","5","-34.420833","19.244536",NA,"30","10","2017"
2017-10-30,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"31.9","25.6","4.3","-34.420833","19.244536",NA,"30","10","2017"
2017-11-01,"UVC","Dark shyshark","Haploblepharus pictus","M","1","40.799999999999997","33.4","5.5","-34.420833","19.244536",NA,"01","11","2017"
2017-11-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.5","44","7","-34.420833","19.244536",NA,"01","11","2017"
2017-11-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"59.7","48.3","8.9","-34.420833","19.244536",NA,"01","11","2017"
2017-11-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"60","47.5","7.3","-34.420833","19.244536",NA,"01","11","2017"
2017-11-01,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54","44.8","8","-34.420833","19.244536",NA,"01","11","2017"
2017-11-06,"UVC","Dark shyshark","Haploblepharus pictus","M",NA,"49.7","41.4","6.9","-34.420833","19.244536",NA,"06","11","2017"
2017-11-06,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"42","33.4","5.9","-34.420833","19.244536",NA,"06","11","2017"
2017-11-06,"UVC","Dark shyshark","Haploblepharus pictus","M",NA,"31.6","25.4","4.4000000000000004","-34.420833","19.244536",NA,"06","11","2017"
2017-11-14,"UVC","Leopard catshark","Poroderma pantherinum","M","1","51.3","43","4.5999999999999996","-34.420833","19.244536",NA,"14","11","2017"
2017-11-14,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"81","63.2","7.4","-34.420833","19.244536",NA,"14","11","2017"
2018-01-09,"UVC","Dark shyshark","Haploblepharus pictus","M","3","44.5","35.1","3.4","-34.420833","19.244536",NA,"09","01","2018"
2018-01-09,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"70.3","55.3","5.8","-34.420833","19.244536",NA,"09","01","2018"
2018-01-09,"UVC","Pyjama catshark","Poroderma africanum","F",NA,"79.2","62.6","7.1","-34.420833","19.244536",NA,"09","01","2018"
2018-01-09,"UVC","Pyjama catshark","Poroderma africanum","M","2","86.4","67.400000000000006","7.5","-34.420833","19.244536",NA,"09","01","2018"
2018-01-09,"UVC","Pyjama catshark","Poroderma africanum","M",NA,"91.3","71","7.5","-34.420833","19.244536",NA,"09","01","2018"
2018-01-09,"UVC","Pyjama catshark","Poroderma africanum","M","3","91.3","72.8","7.6","-34.420833","19.244536",NA,"09","01","2018"
2018-01-19,"UVC","Leopard catshark","Poroderma pantherinum","F",NA,"51.5","43.4","5.7","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"54.2","43.5","7.4","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","M","2","51.3","43.8","7.4","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","M","3","60.1","47.9","8.8000000000000007","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Leopard catshark","Poroderma pantherinum","M","1","46.8","39.6","3.6","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Pyjama catshark","Poroderma africanum","M","2","92.5","71.5","8","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"58.5","46.9","6.3","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","M","1","49.7","39.700000000000003","6.1","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"35","28","4","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"34.799999999999997","27","4.9000000000000004","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","M","1","30.6","24.1","4.0999999999999996","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"24.9","18.899999999999999","3.9","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","F",NA,"35.1","27.8","5.4","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","M","1","35.200000000000003","27.2","5.0999999999999996","-34.420833","19.244536",NA,"19","01","2018"
2018-01-19,"UVC","Dark shyshark","Haploblepharus pictus","M","1","36.5","28.3","5.0999999999999996","-34.420833","19.244536",NA,"19","01","2018"
2018-01-24,"UVC-S","Leopard catshark","Poroderma pantherinum","M","2","63.4","51.1","4.9000000000000004","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Leopard catshark","Poroderma pantherinum","F",NA,"58.1","46.8","4.4000000000000004","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.6","32.6","5.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","1","44.6","35.799999999999997","6.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"44.2","36.1","6.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","3","41.3","30.7","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","1","42.9","35","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","1","42.2","39.9","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","41.9","33.5","5.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"40.299999999999997","32","5.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"41.1","32.9","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","41.7","33.9","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","38.200000000000003","30.6","5.0999999999999996","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.200000000000003","31.7","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","42.6","34.200000000000003","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.200000000000003","32.1","5.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.6","32.700000000000003","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.6","31.3","7.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","42","33.5","7.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","41.2","32.799999999999997","6.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","41.3","32.799999999999997","6.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.5","31.9","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"38.6","30.4","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","35.4","28.3","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","F",NA,"49.3","38.5","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","35.6","28.3","5.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","36.799999999999997","29.7","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","F",NA,"49.8","38.200000000000003","6.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","F",NA,"52.2","41.4","7.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","M","3","48","39.200000000000003","6.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"41.5","33.200000000000003","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"37.6","29.8","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"38.700000000000003","30.4","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.5","31.5","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.799999999999997","31.3","6.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"41.3","31.8","6.5","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.799999999999997","31.4","6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","38.299999999999997","30.7","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"42.2","30.9","6.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","37.200000000000003","29.7","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","40.9","32.200000000000003","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","35.9","28.8","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"39.9","32.1","6.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii",NA,NA,"39.700000000000003","30.6","5.9","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","38.4","29.8","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F","2","35.799999999999997","28.8","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","37.200000000000003","29.5","5.5","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","37.9","30.3","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"36.5","29.4","5.7","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","36.4","28.7","5.2","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"43.3","34.4","6.3","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","M","3","50.4","38.799999999999997","6.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","F",NA,"54.3","42.6","7.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","M","1","43.2","34.4","5.8","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Dark shyshark","Haploblepharus pictus","M","1","39.9","31.3","5.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","31.4","24.6","4.5999999999999996","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"37.9","30.4","6.1","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"36.5","27.9","5.4","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","F",NA,"40.299999999999997","31.8","6.5","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","41.2","32.200000000000003","6.5","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2","39.799999999999997","31.1","6.6","-34.191733","18.432753",NA,"24","01","2018"
2018-01-24,"UVC-S","Puffadder shyshark","Haploblepharus edwardsii","M","2.5","36.200000000000003","29.6","4.8","-34.191733","18.432753",NA,"24","01","2018"
