"STATION...1","DATE","STATION...3","SPECIES_SCIENTIFIC","SEX","WEIGHT (G)","LENGTH (CM)","LATITUDE","LONGITUDE","DAY","MONTH","YEAR","DATATYPE","OWNER"
"D00215",2011-03-14,"D00215","Squalus megalops","Female",598,45,-29.997,15.2201666666667,"14","03","2011","TRAWL","DFFE"
"D00215",2011-03-14,"D00215","Squalus megalops","Male",301,39,-29.997,15.2201666666667,"14","03","2011","TRAWL","DFFE"
"D00215",2011-03-14,"D00215","Squalus mitsukurii","Male",1778,74,-29.997,15.2201666666667,"14","03","2011","TRAWL","DFFE"
"D00215",2011-03-14,"D00215","Squalus mitsukurii","Male",1676,73,-29.997,15.2201666666667,"14","03","2011","TRAWL","DFFE"
"D00215",2011-03-14,"D00215","Squalus mitsukurii","Male",1656,73,-29.997,15.2201666666667,"14","03","2011","TRAWL","DFFE"
"D00215",2011-03-14,"D00215","Squalus mitsukurii","Male",1981,76,-29.997,15.2201666666667,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Galeus polli","Frozen",NA,NA,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Squalus mitsukurii","Male",1635,72,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Squalus mitsukurii","Male",1619,68,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Squalus mitsukurii","Male",1748,72,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Squalus mitsukurii","Male",1956,76,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Squalus mitsukurii","Female",1233,65,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Scyliorhinus capensis","Male",2444,90,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00216",2011-03-14,"D00216","Scyliorhinus capensis","Female",419,51,-29.7885,15.0983333333333,"14","03","2011","TRAWL","DFFE"
"D00225",2014-03-14,"D00225","Mustelus palumbes","Female",1514,74,-29.044,16.6495,"14","03","2014","TRAWL","DFFE"
"D00231",2015-03-14,"D00231","Holohalaelurus regani","Female",303,46,-29.3766666666667,15.5351666666667,"14","03","2015","TRAWL","DFFE"
"D00231",2015-03-14,"D00231","Holohalaelurus regani","Female",259,43,-29.3766666666667,15.5351666666667,"14","03","2015","TRAWL","DFFE"
"D00231",2015-03-14,"D00231","Holohalaelurus regani","Female",232,45,-29.3766666666667,15.5351666666667,"14","03","2015","TRAWL","DFFE"
"D00231",2015-03-14,"D00231","Holohalaelurus regani","Female",236,45,-29.3766666666667,15.5351666666667,"14","03","2015","TRAWL","DFFE"
"D00231",2015-03-14,"D00231","Holohalaelurus regani","Female",236,41,-29.3766666666667,15.5351666666667,"14","03","2015","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00232",2016-03-14,"D00232","Holohalaelurus regani","Frozen",NA,NA,-30.234,15.8601666666667,"14","03","2016","TRAWL","DFFE"
"D00233",2016-03-14,"D00233","Squalus mitsukurii","Male",1839,71,-30.063,15.8318333333333,"14","03","2016","TRAWL","DFFE"
"D00233",2016-03-14,"D00233","Holohalaelurus regani","Male",439,55,-30.063,15.8318333333333,"14","03","2016","TRAWL","DFFE"
"D00233",2016-03-14,"D00233","Holohalaelurus regani","Male",188,42,-30.063,15.8318333333333,"14","03","2016","TRAWL","DFFE"
"D00233",2016-03-14,"D00233","Holohalaelurus regani","Male",90,34,-30.063,15.8318333333333,"14","03","2016","TRAWL","DFFE"
"D00234",2016-03-14,"D00234","Holohalaelurus regani","Frozen",NA,NA,-29.9438333333333,16.0945,"14","03","2016","TRAWL","DFFE"
"D00234",2016-03-14,"D00234","Holohalaelurus regani","Frozen",NA,NA,-29.9438333333333,16.0945,"14","03","2016","TRAWL","DFFE"
"D00234",2016-03-14,"D00234","Holohalaelurus regani","Frozen",NA,NA,-29.9438333333333,16.0945,"14","03","2016","TRAWL","DFFE"
"D00234",2016-03-14,"D00234","Holohalaelurus regani","Frozen",NA,NA,-29.9438333333333,16.0945,"14","03","2016","TRAWL","DFFE"
"D00234",2016-03-14,"D00234","Holohalaelurus regani","Frozen",NA,NA,-29.9438333333333,16.0945,"14","03","2016","TRAWL","DFFE"
"D00234",2016-03-14,"D00234","Holohalaelurus regani","Frozen",NA,NA,-29.9438333333333,16.0945,"14","03","2016","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Holohalaelurus regani","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Holohalaelurus regani","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Holohalaelurus regani","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Holohalaelurus regani","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Holohalaelurus regani","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Holohalaelurus regani","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00237",2017-03-14,"D00237","Squalus mitsukurii","Frozen",NA,NA,-30.5108333333333,15.6923333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Scyliorhinus capensis","Male",1522,74,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Squalus mitsukurii","Male",739,52,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Squalus mitsukurii","Male",343,42,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Squalus mitsukurii","Female",1305,65,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Squalus mitsukurii","Male",451,45,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Holohalaelurus regani","Frozen",NA,NA,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Holohalaelurus regani","Frozen",NA,NA,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Holohalaelurus regani","Frozen",NA,NA,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00238",2017-03-14,"D00238","Holohalaelurus regani","Frozen",NA,NA,-30.6346666666667,15.5048333333333,"14","03","2017","TRAWL","DFFE"
"D00239",2017-03-14,"D00239","Etmopterus sculptus","Frozen",NA,NA,-30.8501666666667,15.4981666666667,"14","03","2017","TRAWL","DFFE"
"D00240",2017-03-14,"D00240","Deania profundorum","Male",564,56,-30.6603333333333,15.3078333333333,"14","03","2017","TRAWL","DFFE"
"D00241",2017-03-14,"D00241","Apristurus saldanha","Female",1622,76,-30.6218333333333,15.2536666666667,"14","03","2017","TRAWL","DFFE"
"D00241",2017-03-14,"D00241","Apristurus saldanha","Male",1876,75,-30.6218333333333,15.2536666666667,"14","03","2017","TRAWL","DFFE"
"D00241",2017-03-14,"D00241","Etmopterus sculptus","Frozen",NA,NA,-30.6218333333333,15.2536666666667,"14","03","2017","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",330,47,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",148,36,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",331,44,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",438,52,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",165,37,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",361,50,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",263,44,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",275,44,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",355,48,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",689,61,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",402,49,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",265,44,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",537,57,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",389,50,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",434,52,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",1249,77,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",521,55,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",397,48,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",186,39,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",96,32,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",351,48,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",272,42,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",270,44,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",507,53,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",175,38,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",295,45,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",207,41,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Female",182,38,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",233,42,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Scyliorhinus capensis","Male",96,31,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus megalops","Male",539,48,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus megalops","Male",385,44,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus megalops","Male",385,45,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus megalops","Male",476,46,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus mitsukurii","Male",1356,65,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus mitsukurii","Female",1927,77,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus mitsukurii","Male",1807,72,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus mitsukurii","Male",959,58,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00245",2018-03-14,"D00245","Squalus mitsukurii","Female",1241,65,-31.0115,16.0481666666667,"14","03","2018","TRAWL","DFFE"
"D00246",2018-03-14,"D00246","Mustelus palumbes","Male",954,61,-30.8333333333333,16.1383333333333,"14","03","2018","TRAWL","DFFE"
