"DATE","LOCATION","ZONE...3","ZONE...4","TIME IN","TIME OUT","TOTAL SURVEY TIME","SPOT TIME","LATITUDE","LONGITUDE","DATATYPE","SPECIES_COMMON","SPECIES_SCIENTIFIC","OTHER SPECIES OF NOTE","SEX","TAGGED","NOTES","PICTURE","VIDEO","ADDITIONALNOTES","SHARKLIFE","DATA ENTRY BY:","CREW MEMBERS","DAY","MONTH","YEAR","OWNER"
"17.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.37847222222222227","0.45833333333333331",115,NA,-27.534618,32.683308,"UVC-F","RETICULATED WHIPRAY","HIMANTURA UARNAK","ns","M","N",NA,"G0011077-61281","GH011234",NA,"8",NA,"Greg, Grant, Ayanda, Zoe, Jess, Chandre, Robin",17,1,2020,"SHARKLIFE"
"18.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.36805555555555558","0.41319444444444442",65,NA,-27.534618,32.683308,"UVC-F","WHITESPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS","ns","F","N",NA,"G0021411-13","-",NA,"3",NA,"Grant, Ayanda, Miriam, Greg, Emma",18,1,2020,"SHARKLIFE"
"21.01.2020","SEVEN MILE","SDRZ","Shallow","0.50694444444444442","0.53819444444444442",45,"ns",-27.463802,32.710514,"UVC-S","NS","NS","ns","ns","ns","ns","ns","ns","raggies","2",NA,"Grant, Greg, Miriam, Emma, Robin, Brooke",21,1,2020,"SHARKLIFE"
"21.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.50694444444444442","0.53819444444444442",45,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","ns","F","N",NA,"G0131877 (2)","-","approx. 10 raggies on 7 mile (Jagan has additional photos)","3",NA,"Grant, Greg, Miriam, Emma, Robin, Brooke",21,1,2020,"SHARKLIFE"
"21.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.50694444444444442","0.53819444444444442",45,NA,-27.534618,32.683308,"UVC-F","LEOPARD RAY","HIMANTURA LEOPARDA","ns","U","U",NA,"-","-","raggies but surgey and big swell, raggies moving quickly","3",NA,"Grant, Greg, Miriam, Emma, Robin, Brooke",21,1,2020,"SHARKLIFE"
"22.01.2020","SEVEN MILE","SDRZ","Shallow","0.4368055555555555","0.47430555555555554",54,NA,-27.463802,32.710514,"UVC-S","ROUND RIBBONTAIL RAY","TAENIURA MEYENI","ns","M","N",NA,"GH011726 (2)","GH011726",NA,"2",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",22,1,2020,"SHARKLIFE"
"23.01.2020","SEVEN MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.463802,32.710514,"UVC-S","BLUE SPOTTED RIBBONTAIL RAY","TAENIURA LYMMA","ns","M","N",NA,"G0262795-802","-","5 dive boats earlier so did quarter mile first then went back, 6 raggies","2",NA,"Grant, Ayanda, Miriam, Greg, Brooke, Robin",23,1,2020,"SHARKLIFE"
"23.01.2020","EIGHT MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.443054,32.712322,"UVC-F","ZEBRA SHARK","STEGOSTOMA FASCIATUM","ns","U","N",NA,"GOPR9516 1 (2)","GOPR9516","GPS mark 908","1",NA,"Grant, Ayanda, Miriam, Greg, Brooke, Robin",23,1,2020,"SHARKLIFE"
"23.01.2020","NINE MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.435902,32.717228,"UVC-S","DRAGON RAY","PATEOBATIS JENKINSII","ns","F","U",NA,"G0032195-209","-","6 raggies","2",NA,"Grant, Ayanda, Miriam, Greg, Brooke, Robin",23,1,2020,"SHARKLIFE"
"23.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.40972222222222227","0.4513888888888889",60,NA,-27.534618,32.683308,"UVC-F","JAVANESE COWNOSE  RAY (200)","RHINOPTERA JAVANICA","ns","U","U",NA,"G0132557-60","GH012562","approx. 15 raggies","3",NA,"Grant, Ayanda, Miriam, Greg, Brooke, Robin",23,1,2020,"SHARKLIFE"
"24.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.49305555555555558","0.54166666666666663",70,"0.49652777777777773",-27.534618,32.683308,"UVC-F","WHITE TIP REEF SHARK","TRIAENODON OBESUS","ns","M","N",NA,"GOPR2626 (1)","GOPR2626",NA,"3",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",24,1,2020,"SHARKLIFE"
"24.01.2020","RAGGIE REEF","IOWZ","Shallow","0.3263888888888889","0.39583333333333331",100,"0.3263888888888889",-27.91505,32.59825,"UVC-F","WHITE TIP REEF SHARK","TRIAENODON OBESUS","lots of kingfish","M","N",NA,"GOPR0561 (2)","GOPR0561",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",24,1,2020,"SHARKLIFE"
"24.01.2020","RAGGIE REEF","IOWZ","Shallow","0.3263888888888889","0.39583333333333331",100,"0.34375",-27.91505,32.59825,"UVC-F","BLACKTIP SHARK","CARCHARHINUS LIMBATUS","lots of kingfish","U","N",NA,"-","GOPR2483, GOPR2488",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",24,1,2020,"SHARKLIFE"
"24.01.2020","RAGGIE REEF","IOWZ","Shallow","0.3263888888888889","0.39583333333333331",100,"0.35416666666666669",-27.91505,32.59825,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","lots of kingfish","M","N",NA,"GOPR2487 (3-4)","GOPR2487",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",24,1,2020,"SHARKLIFE"
"24.01.2020","RAGGIE REEF","IOWZ","Shallow","0.3263888888888889","0.39583333333333331",100,"0.35416666666666669",-27.91505,32.59825,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","lots of kingfish","M","N",NA,"GOPR2487 (3-4)","GOPR2487",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",24,1,2020,"SHARKLIFE"
"24.01.2020","RAGGIE REEF","IOWZ","Shallow","0.3263888888888889","0.39583333333333331",100,"0.35416666666666669",-27.91505,32.59825,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","lots of kingfish","M","N",NA,"GOPR2487 (3-4)","GOPR2487",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",24,1,2020,"SHARKLIFE"
"25.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.3611111111111111","0.39583333333333331",50,"0.37291666666666662",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","Indo-Pac bottlenose dolphin","F","N",NA,"G0182789-93","-",NA,"4",NA,"Grant, Miriam, Greg, Emma, Robin",25,1,2020,"SHARKLIFE"
"25.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.3611111111111111","0.39583333333333331",50,"0.3840277777777778",-27.534618,32.683308,"UVC-F","HONEYCOMB RAY","HIMANTURA UNDULATA","two large potato bass","F","N",NA,"G0252963-77","-",NA,"4",NA,"Grant, Miriam, Greg, Emma, Robin",25,1,2020,"SHARKLIFE"
"28.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.34027777777777773","0.40277777777777773",90,"0.34375",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","U","U",NA,"-","-","Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Miriam, Emma, Brooke, Robin",28,1,2020,"SHARKLIFE"
"28.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.34027777777777773","0.40277777777777773",90,"0.34513888888888888",-27.534618,32.683308,"UVC-F","JAVANESE COWNOSE RAY","RHINOPTERA JAVANICA","ns","U","U",NA,"-","-","Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Miriam, Emma, Brooke, Robin",28,1,2020,"SHARKLIFE"
"28.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.34027777777777773","0.40277777777777773",90,"0.35625000000000001",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","M","N",NA,"G0031181-3, G0041190-4","-","Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Miriam, Emma, Brooke, Robin",28,1,2020,"SHARKLIFE"
"28.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.34027777777777773","0.40277777777777773",90,"0.3611111111111111",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","U","N",NA,"GOPR3199 (1-2)","GOPR3199","Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Miriam, Emma, Brooke, Robin",28,1,2020,"SHARKLIFE"
"28.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.34027777777777773","0.40277777777777773",90,"0.3611111111111111",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","U","N",NA,"GOPR3199 (1-2)","GOPR3199","Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Miriam, Emma, Brooke, Robin",28,1,2020,"SHARKLIFE"
"29.01.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","U","U",NA,"-","-",NA,"2",NA,"Grant, Ayanda, Candice",29,1,2020,"SHARKLIFE"
"30.01.2020","QUARTER MILE","IOCPLZN","Shallow","08:40:00, 9:45","9:25, 10:35:00",95,"0.37847222222222227",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","2 dolphins","U","U",NA,"G0125894-913","-","back t o beach to get RUV battery, two swims 8:40-9:25, 9:45-10:35","3",NA,"Grant, Ayanda, Miriam, Emma, Robin",30,1,2020,"SHARKLIFE"
"30.01.2020","QUARTER MILE","IOCPLZN","Shallow","08:40:00, 9:45","9:25, 10:35:00",95,"0.38055555555555554",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","2 dolphins","M","U","circling around the raggies","GH015938 (1-3)","GH015938","back t o beach to get RUV battery, two swims 8:40-9:25, 9:45-10:35","3",NA,"Grant, Ayanda, Miriam, Emma, Robin",30,1,2020,"SHARKLIFE"
"30.01.2020","QUARTER MILE","IOCPLZN","Shallow","08:40:00, 9:45","9:25, 10:35:00",95,"0.38680555555555557",-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","2 dolphins","F","N",NA,"GOPR3317 (1-4)","GOPR3317","back t o beach to get RUV battery, two swims 8:40-9:25, 9:45-10:35","3",NA,"Grant, Ayanda, Miriam, Emma, Robin",30,1,2020,"SHARKLIFE"
"31.01.2020","NINE MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.435902,32.717228,"UVC-S","ROUND RIBBONTAIL RAY","TAENIURA MEYENI","ns","M","N",NA,"G0046577-88","-",NA,NA,NA,NA,31,1,2020,"SHARKLIFE"
"02.02.2020","NINE MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.435902,32.717228,"UVC-S","FEATHERTAIL STINGRAY","PASTINACHUS SEPHEN",NA,"U","N",NA,"G0060149-59","GH017426-7",NA,"7",NA,"Grant, Greg, Miriam, Robin, Chris, Tiago, Erin, Carla",2,2,2020,"SHARKLIFE"
"02.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII",NA,"F","N",NA,"G0180449-51","-",NA,"7",NA,"Grant, Greg, Miriam, Robin, Chris, Tiago, Erin, Carla",2,2,2020,"SHARKLIFE"
"03.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.33333333333333331","0.3923611111111111",85,"0.33680555555555558",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,NA,"7",NA,"Grant, Ayanda, Emma, Robin, Erin, Chris, Tiago, Carla",3,2,2020,"SHARKLIFE"
"03.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.33333333333333331","0.3923611111111111",85,"0.34027777777777773",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","6 pickhandle barracuda",NA,"N",NA,NA,NA,NA,"7",NA,"Grant, Ayanda, Emma, Robin, Erin, Chris, Tiago, Carla",3,2,2020,"SHARKLIFE"
"04.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.32847222222222222","0.4069444444444445",113,"0.33333333333333331",-27.534618,32.683308,"UVC-F","WHITETIP REEF SHARK","TRIAENODON OBESUS",NA,"F","N",NA,"GOPR3475 (1-4)","GOPR3475","Grant and Greg swopped, Grant mainly scuba","6",NA,"Grant, Greg, Emma, Robin, Tiago, Erin, Carla",4,2,2020,"SHARKLIFE"
"04.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.32847222222222222","0.4069444444444445",113,"0.3756944444444445",-27.534618,32.683308,"UVC-F","MARBLED ELECTRIC RAY","TORPEDO SINUSPERSICI",NA,"F","N","Grant put his arm down on it whilst taking the RUV out","GOPR3489 (1-3)","GOPR3489","Grant and Greg swopped, Grant mainly scuba","6",NA,"Grant, Greg, Emma, Robin, Tiago, Erin, Carla",4,2,2020,"SHARKLIFE"
"04.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.32847222222222222","0.4069444444444445",113,"0.38125000000000003",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,"F","N",NA,"G0121372-82","GOPR3494","Grant and Greg swopped, Grant mainly scuba","6",NA,"Grant, Greg, Emma, Robin, Tiago, Erin, Carla",4,2,2020,"SHARKLIFE"
"04.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.32847222222222222","0.4069444444444445",113,"0.38125000000000003",-27.534618,32.683308,"UVC-F","WHITESPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS",NA,"U","U",NA,"-","-","Grant and Greg swopped, Grant mainly scuba","6",NA,"Grant, Greg, Emma, Robin, Tiago, Erin, Carla",4,2,2020,"SHARKLIFE"
"06.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.45","0.5",72,NA,-27.534618,32.683308,"UVC-F","RETICULATED WHIPRAY","HIMANTURA UARNAK",NA,NA,NA,NA,NA,NA,"Grant on scuba to get RUV","4",NA,"Grant, Ayanda, Greg, Miriam, Emma, Chris",6,2,2020,"SHARKLIFE"
"07.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,"-","-","Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Robin, Erin, Carla, Chria, Tiago",7,2,2020,"SHARKLIFE"
"07.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,"Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Robin, Erin, Carla, Chria, Tiago",7,2,2020,"SHARKLIFE"
"07.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,"Grant put RUV down on scuba","5",NA,"Grant, Ayanda, Greg, Robin, Erin, Carla, Chria, Tiago",7,2,2020,"SHARKLIFE"
"09.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.42152777777777778","0.48472222222222222",91,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII",NA,"U","N",NA,"G0023546-52","-","Grant got in for RUV","7",NA,"Grant, Greg, Emma, Robin, Carla, Erin, Tiago",9,2,2020,"SHARKLIFE"
"09.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.42152777777777778","0.48472222222222222",91,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII",NA,"F","N",NA,"GOPR3563_2","GOPR3563","Grant got in for RUV","7",NA,"Grant, Greg, Emma, Robin, Carla, Erin, Tiago",9,2,2020,"SHARKLIFE"
"09.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.42152777777777778","0.48472222222222222",91,"0.46458333333333335",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,"U","U",NA,"-","-","Grant got in for RUV","7",NA,"Grant, Greg, Emma, Robin, Carla, Erin, Tiago",9,2,2020,"SHARKLIFE"
"10.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,"Grant got in for RUV","4",NA,"Grant, Miriam, Greg, Erin, Robin",10,2,2020,"SHARKLIFE"
"10.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","BULL SHARK","CARCHARHINUS LEUCAS",NA,NA,NA,NA,NA,NA,"Grant got in for RUV","4",NA,"Grant, Miriam, Greg, Erin, Robin",10,2,2020,"SHARKLIFE"
"12.02.2020","TWO MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.514023,32.685593,"UVC-F","BLUE SPOTTED RIBBONTAIL RAY","TAENIURA LYMMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,2020,"SHARKLIFE"
"12.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","ROUND RIBBONTAIL RAY","TAENIURA MEYENI",NA,"M","N",NA,"GH019829_1 (1)","GH019829","Grant got in for RUV","7",NA,"Grant, Miriam, Greg, Carla, Tiago, Robin, Erin",12,2,2020,"SHARKLIFE"
"14.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","FEATHERTAIL STINGRAY","PASTINACHUS SEPHEN",NA,"F","U",NA,"GH014246","GH014246","Grant got in for RUV","7",NA,"Grant, Miriam, Greg, Carla, Tiago, Robin, Erin",14,2,2020,"SHARKLIFE"
"14.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,"M","N",NA,"G0034365-97","GH014346","Grant got in for RUV","7",NA,"Grant, Miriam, Greg, Carla, Tiago, Robin, Erin",14,2,2020,"SHARKLIFE"
"15.02.2020","NINE MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.435902,32.717228,"UVC-S","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,2020,"SHARKLIFE"
"15.02.2020","NINE MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.435902,32.717228,"UVC-S","SHORT-HORNED DEVIL RAY","MOBULA KUHLII",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,2020,"SHARKLIFE"
"15.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,"U","U",NA,"G0104966-983","-",NA,NA,NA,NA,15,2,2020,"SHARKLIFE"
"15.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,"M","N",NA,"G0074804-11","-",NA,NA,NA,NA,15,2,2020,"SHARKLIFE"
"16.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,"-","-",NA,NA,NA,NA,16,2,2020,"SHARKLIFE"
"16.02.2020","RAGGIE REEF","IOWZ","Shallow",NA,NA,NA,NA,-27.91505,32.59825,"UVC-F","BLACKTIP SHARK","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,2020,"SHARKLIFE"
"16.02.2020","RAGGIE REEF","IOWZ","Shallow",NA,NA,NA,NA,-27.91505,32.59825,"UVC-F","BLACKTIP SHARK","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,2020,"SHARKLIFE"
"16.02.2020","RAGGIE REEF","IOWZ","Shallow",NA,NA,NA,NA,-27.91505,32.59825,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","LEOPARD WHIPRAY","HIMANTURA LEOPARDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"17.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Robin, Tiago, Erin, Alessio",17,2,2020,"SHARKLIFE"
"18.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Greg, Miriam, Robin, Tiago, Alessio",18,2,2020,"SHARKLIFE"
"18.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,"U","N",NA,"-","GH013046",NA,NA,NA,"Grant, Greg, Miriam, Robin, Tiago, Alessio",18,2,2020,"SHARKLIFE"
"20.02.2020","SEVEN MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.463802,32.710514,"UVC-F","BLUE SPOTTED RIBBONTAIL RAY","TAENIURA LYMMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Tiago, Chris",20,2,2020,"SHARKLIFE"
"20.02.2020","GOTHAM","SDRZ","Shallow",NA,NA,NA,NA,-27.499113,32.698677,"UVC-F","BULL SHARK","CARCHARHINUS LEUCAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Tiago, Chris",20,2,2020,"SHARKLIFE"
"20.02.2020","HOTSPOT","SDRZ","Shallow",NA,NA,NA,NA,-27.50952,32.69554,"UVC-F","GREY REEF SHARK","CARCHARHINUS AMBLYRHYCHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Dennis, Greg, Miriam, Tiago, Chris",20,2,2020,"SHARKLIFE"
"21.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.38194444444444442","0.40277777777777773",30,"0.39444444444444443",-27.534618,32.683308,"UVC-F","MARBLED ELECTRIC RAY","TORPEDO SINUSPERSICI",NA,"F","N",NA,NA,"GH016235",NA,"5",NA,"Grant, Greg, Emma, Erin, Tiago, Robin",21,2,2020,"SHARKLIFE"
"22.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.5","0.54166666666666663",60,"0.50069444444444444",-27.534618,32.683308,"UVC-F","ROUND RIBBONTAIL RAY","TAENIURA MEYENI","ns","M","N",NA,"G0011968-72","-",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",22,2,2020,"SHARKLIFE"
"22.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.5","0.54166666666666663",60,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","U","U",NA,"-","-",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",22,2,2020,"SHARKLIFE"
"22.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.5","0.54166666666666696",60,"0.50624999999999998",-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","pickhandle barracuda","F","N",NA,"G0032063-7","-",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",22,2,2020,"SHARKLIFE"
"22.02.2020","QUARTER MILE","IOCPLZN","Shallow","0.5","0.54166666666666696",60,NA,-27.534618,32.683308,"UVC-F","WHITE TIP REEF SHARK","TRIAENODON OBESUS","ns","U","U",NA,"-","-",NA,"5",NA,"Grant, Miriam, Greg, Emma, Brooke, Robin",22,2,2020,"SHARKLIFE"
"22.02.2020","QUARTER MILE","IOCPLZN","Shallow",NA,NA,NA,NA,-27.534618,32.683308,"UVC-F","REEF MANTA RAY","MOBULA ALFREDI",NA,NA,NA,NA,NA,NA,"old freediving boat","1",NA,"Grant, Greg, 2 x freedive students",22,2,2020,"SHARKLIFE"
"25.02.2020","SEVEN MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.463802,32.710514,"UVC-S","BLUE SPOTTED RIBBONTAIL RAY","TAENIURA LYMMA",NA,NA,NA,NA,NA,NA,NA,"2",NA,"Grant, Dennis, Miriam, Greg, Erin, Robin, Tiago",25,2,2020,"SHARKLIFE"
"25.02.2020","NINE MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.435902,32.717228,"UVC-S","GREY REEF SHARK","CARCHARHINUS AMBLYRHYCHOS",NA,NA,NA,NA,NA,NA,NA,"2",NA,"Grant, Dennis, Miriam, Greg, Erin, Robin, Tiago",25,2,2020,"SHARKLIFE"
"01.03.2020","SEVEN MILE","SDRZ","Shallow",NA,NA,NA,NA,-27.463802,32.710514,"UVC-F","OCEANIC MANTA RAY","MOBULA BIROSTRIS",NA,"U","U","skittish",NA,NA,NA,"4",NA,"Grant, Greg, Miriam, Erin, Robin",1,3,2020,"SHARKLIFE"
