"SAMPLECODE","Class","Family","Genus","Species","SPECIES_SCIENTIFIC","MaxN","Project name","Institute","Responsible person","Fieldtrip","Date","Location","Management","LATITUDE","LONGITUDE","count","duplicated","DATATYPE","OWNER","DAY","MONTH","YEAR"
"14-04_AB_017","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-11,"Bird Island","Bird Island MPA",-33.86646,26.2686,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","04","2014"
"14-04_AB_018","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-11,"Bird Island","Bird Island MPA",-33.86824,26.27251,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","04","2014"
"14-04_AB_030","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-12,"Bird Island","Bird Island MPA",-33.85597,26.2899,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","04","2014"
"14-04_AB_039","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-13,"Riy Banks","Exploited",-34.01946,25.87285,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2014"
"21-05_WILD_055","Elasmobranchii","Dasyatidae","Pateobatis","jenkinsii","Pateobatis jenkinsii",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-18,"Hluleka","Hluleka MPA",-31.85387,29.34162,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","05","2021"
"16-04_AB_03","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-04-22,"Cape Recife","Exploited",-34.05225,25.72009,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","04","2016"
"14-04_AB_042","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-13,"Riy Banks","Exploited",-34.00878,25.90221,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2014"
"14-04_AB_047","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-13,"Riy Banks","Exploited",-34.00872,25.86403,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2014"
"14-10_ELLEN_04","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-01,"Outer 12Mile","Exploited",-35.103667,19.9395,NA,NA,"BRUVS","DFFE/SAIAB","01","10","2014"
"14-10_ELLEN_06","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-01,"Outer 12Mile","Exploited",-35.1235,19.924167,NA,NA,"BRUVS","DFFE/SAIAB","01","10","2014"
"14-10_ELLEN_07","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-01,"Outer 12Mile","Exploited",-35.1305,19.912833,NA,NA,"BRUVS","DFFE/SAIAB","01","10","2014"
"14-10_ELLEN_08","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-01,"Outer 12Mile","Exploited",-35.143667,19.9205,NA,NA,"BRUVS","DFFE/SAIAB","01","10","2014"
"14-10_ELLEN_09","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-01,"Outer 12Mile","Exploited",-35.153,19.924333,NA,NA,"BRUVS","DFFE/SAIAB","01","10","2014"
"14-10_ELLEN_16","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-03,"Dalgleesh Bank","Exploited",-34.191333,22.9525,NA,NA,"BRUVS","DFFE/SAIAB","03","10","2014"
"14-10_ELLEN_20","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-03,"Dalgleesh Bank","Exploited",-34.193667,22.962667,NA,NA,"BRUVS","DFFE/SAIAB","03","10","2014"
"14-10_ELLEN_22","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-03,"Dalgleesh Bank","Exploited",-34.1995,22.957667,NA,NA,"BRUVS","DFFE/SAIAB","03","10","2014"
"14-10_ELLEN_39","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-11,"Tsitsikamma Point 2Mile","Exploited",-34.20375,24.387083,NA,NA,"BRUVS","DFFE/SAIAB","11","10","2014"
"14-10_ELLEN_42","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-11,"Tsitsikamma Point 2Mile","Exploited",-34.208067,24.396717,NA,NA,"BRUVS","DFFE/SAIAB","11","10","2014"
"21-05_WILD_071","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.95227,29.32373,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"CAPE NATURE_STILBAAI_A1_L4","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Stilbaai","Cape Nature","Alexis Olds","Stilbaai",2013-11-14,"Stilbaai","Not recorded",-34.37891,21.46298,NA,NA,"BRUVS","Cape Nature","14","11","2013"
"14-10_ELLEN_50","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-12,"Alphard Bank","Exploited",-35.048583,20.934183,NA,NA,"BRUVS","DFFE/SAIAB","12","10","2014"
"14-10_ELLEN_51","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-12,"Alphard Bank","Exploited",-35.0536,20.919367,NA,NA,"BRUVS","DFFE/SAIAB","12","10","2014"
"14-10_ELLEN_52","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",4,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-12,"Alphard Bank","Exploited",-35.06335,20.916783,NA,NA,"BRUVS","DFFE/SAIAB","12","10","2014"
"21-05_WILD_072","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.92255,29.2931,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"14-10_ELLEN_53","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-12,"Alphard Bank","Exploited",-35.0642,20.915933,NA,NA,"BRUVS","DFFE/SAIAB","12","10","2014"
"14-10_ELLEN_56","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.716667,20.7199,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"14-10_ELLEN_58","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.7083,20.73205,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"14-10_ELLEN_59","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.705533,20.723767,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"14-10_ELLEN_60","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.710883,20.723667,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"14-10_ELLEN_61","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.71285,20.7323,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"15-02_GK_01","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0825833333333,22.93775,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"15-02_GK_20","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-27,"Goukamma","Goukamma MPA",-34.0911,22.9452166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","27","02","2015"
"15-03_DH_007","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.87029,19.989658,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_008","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85757,19.999529,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_010","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85363,19.99577,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_011","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.87224,19.99519,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_012","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85338,20.00146,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"21-05_WILD_073","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.93176,29.29606,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"16-04_AB_12","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-04-30,"Cape Recife","Exploited",-34.07616,25.72513,NA,NA,"BRUVS","NRF-SAIAB MARIP","30","04","2016"
"15-03_DH_013","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.84519,20.00667,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_014","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85881,20.00322,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"21-05_WILD_074","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.94604,29.30572,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"15-03_DH_015","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.87168,20.00342,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_016","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.84579,20.01422,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_017","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.83991,20.01622,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_018","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85545,20.01161,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"21-05_WILD_075","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.95682,29.31084,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"15-03_DH_020","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85045,20.02741,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_021","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.83685,20.02303,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_022","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85536,20.0248,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"16-04_AB_15","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-04-30,"Cape Recife","Exploited",-34.07756,25.73493,NA,NA,"BRUVS","NRF-SAIAB MARIP","30","04","2016"
"15-03_DH_023","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.86979,20.02645,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_024","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.84802,20.03504,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"15-03_DH_027","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.83944,20.11752,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"21-05_WILD_076","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.92782,29.28311,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"15-03_DH_029","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.84434,20.12006,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"15-03_DH_030","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.85277,20.12061,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"15-03_DH_032","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.84055,20.12635,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"15-03_DH_034","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.86155,20.12604,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"15-03_DH_035","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.85546,20.13288,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"15-03_DH_036","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.83606,20.13025,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"16-04_AB_17","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-04,"Cape Recife","Exploited",-34.07336,25.71939,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","05","2016"
"15-03_DH_041","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-25,"5 Mile Bank","Exploited",-34.84905,20.14223,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","03","2015"
"15-03_DH_042","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-25,"5 Mile Bank","Exploited",-34.85744,20.14608,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","03","2015"
"16-04_AB_21","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-04,"Cape Recife","Exploited",-34.06792,25.71967,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","05","2016"
"15-03_DH_067","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Point","De Hoop MPA",-34.57997,20.44563,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_070","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Point","De Hoop MPA",-34.56743,20.44288,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_072","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Point","De Hoop MPA",-34.58762,20.43896,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_074","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Reef","Exploited",-34.60659,20.4693,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_075","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Reef","Exploited",-34.61296,20.4651,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_076","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Reef","Exploited",-34.62021,20.46355,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_077","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Point","De Hoop MPA",-34.56096,20.45747,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-03_DH_078","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-04-02,"Martha's Point","De Hoop MPA",-34.56683,20.45085,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","04","2015"
"15-04_AB_01","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.04104,25.70887,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_04","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.04916,25.70348,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_05","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.04109,25.70598,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_08","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.05642,25.70341,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_09","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.03882,25.72276,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_10","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.0653,25.71958,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_12","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.04368,25.71985,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"15-04_AB_13","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-13,"Cape Recife","Exploited",-34.04633,25.72228,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2015"
"21-05_WILD_077","Elasmobranchii","Triakidae","Mustelus","sp.","Mustelus sp.",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.94839,29.29373,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"16-04_AB_22","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-04,"Cape Recife","Exploited",-34.06553,25.70347,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","05","2016"
"16-04_AB_25","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-16,"Riy Banks","Exploited",-33.98415,25.87273,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","05","2016"
"16-04_AB_29","Elasmobranchii","Rajidae","Rostroraja","alba","Rostroraja alba",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-16,"Riy Banks","Exploited",-34.01152,25.85973,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","05","2016"
"15-04_AB_14","Elasmobranchii","Scyliorhinidae","Poroderma","pantherinum","Poroderma pantherinum",3,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-34.00361,25.86465,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
