SHARKTRIP_ID,SHARK_ID,YEAR,X,Y,X.SE,Y.SE,XMIN,XMAX,YMIN,YMAX,LONGITUDE,LATITUDE,DATETIME,TL,TAG_AREA,SEX,LIFESTAGE,YEARDAY,MONTH,WEEK,VITERBI_STATE,PROB_TRANSIENT,DAY,OWNER,DATATYPE,SPECIES_COMMON,SPECIES_SCIENTIFIC
Albert_001,Albert,2012,2815083.438,-4011581.45,5.20964823,3.770717483,2815073.227,2815093.649,-4011588.841,-4011574.06,25.28832479,-34.04990676,2012/06/05 03:00,295,Gansbaai,Male,Imm,157,6,23,Transient,0.985136197,5,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_001,Albert,2012,2840590.032,-4015232.272,4.845634613,3.981542527,2840580.535,2840599.53,-4015240.076,-4015224.468,25.51745442,-34.07720109,2012/06/05 15:00,295,Gansbaai,Male,Imm,157,6,23,Transient,0.984535203,5,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_001,Albert,2012,2869705.544,-3999581.424,0.300486704,0.232461873,2869704.955,2869706.133,-3999581.879,-3999580.968,25.77900351,-33.96012952,2012/06/06 03:00,295,Gansbaai,Male,Imm,158,6,23,Transient,0.977236439,6,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_001,Albert,2012,2884474.334,-3954274.26,13.79509427,13.70236457,2884447.296,2884501.373,-3954301.117,-3954247.403,25.91167381,-33.62030563,2012/06/06 15:00,295,Gansbaai,Male,Imm,158,6,23,Transient,0.880307967,6,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2874629.003,-3957722.155,19.52883231,17.31709363,2874590.727,2874667.28,-3957756.096,-3957688.213,25.8232317,-33.6462142,2012/07/04 05:00,295,Gansbaai,Male,Imm,186,7,27,Transient,0.928737025,4,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2919515.535,-3980241.834,0.846293492,0.605503938,2919513.877,2919517.194,-3980243.021,-3980240.647,26.22645428,-33.81524053,2012/07/04 17:00,295,Gansbaai,Male,Imm,186,7,27,Transient,0.902218977,4,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2917416.523,-3993804.303,0.841763847,0.416642881,2917414.873,2917418.173,-3993805.12,-3993803.486,26.20759853,-33.91687431,2012/07/11 17:00,295,Gansbaai,Male,Imm,193,7,28,Transient,0.7179305,11,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2908415.326,-4018705.432,2.963104003,2.876080415,2908409.518,2908421.134,-4018711.069,-4018699.795,26.1267394,-34.10315894,2012/07/12 05:00,295,Gansbaai,Male,Imm,194,7,28,Transient,0.964788971,12,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2893055.717,-4054986.781,23.68532786,23.53338407,2893009.294,2893102.141,-4055032.906,-4054940.655,25.98876169,-34.37383919,2012/07/12 17:00,295,Gansbaai,Male,Imm,194,7,28,Transient,0.958218231,12,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2871222.699,-4031752.329,2.65398911,2.441863549,2871217.497,2871227.901,-4031757.115,-4031747.543,25.79263235,-34.20059759,2012/07/13 05:00,295,Gansbaai,Male,Imm,195,7,28,Transient,0.969857489,13,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2841323.85,-4015427.435,2.196854889,2.158779357,2841319.544,2841328.155,-4015431.666,-4015423.204,25.52404641,-34.07865992,2012/07/13 17:00,295,Gansbaai,Male,Imm,195,7,28,Transient,0.932640103,13,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2801904.546,-4019467.127,0.716535177,0.499935914,2801903.142,2801905.951,-4019468.107,-4019466.147,25.16993678,-34.10885066,2012/07/15 17:00,295,Gansbaai,Male,Imm,197,7,29,Transient,0.928947889,15,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2804452.852,-4055126.232,3.005566823,2.751066498,2804446.961,2804458.743,-4055131.624,-4055120.84,25.19282861,-34.37487788,2012/07/16 05:00,295,Gansbaai,Male,Imm,198,7,29,Transient,0.992451729,16,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2873401.369,-4059301.371,10.62430842,8.568472329,2873380.545,2873422.193,-4059318.165,-4059284.577,25.81220367,-34.4059701,2012/07/16 17:00,295,Gansbaai,Male,Imm,198,7,29,Transient,0.980234498,16,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2891876.128,-4037008.495,6.873582851,6.764620092,2891862.656,2891889.601,-4037021.754,-4036995.237,25.97816526,-34.23982036,2012/07/17 05:00,295,Gansbaai,Male,Imm,199,7,29,Transient,0.985785178,17,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2893127.551,-4079483.728,17.9077013,15.95973726,2893092.452,2893162.65,-4079515.009,-4079452.447,25.98940698,-34.55610345,2012/07/17 17:00,295,Gansbaai,Male,Imm,199,7,29,Transient,0.98586983,17,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2888355.735,-3994413.688,8.728590525,6.161845318,2888338.627,2888372.843,-3994425.765,-3994401.611,25.94654103,-33.92143802,2012/07/18 05:00,295,Gansbaai,Male,Imm,200,7,29,Transient,0.523222308,18,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2815930.923,-3950597.038,32.89249017,31.49099568,2815866.454,2815995.392,-3950658.76,-3950535.315,25.29593787,-33.59266516,2012/08/01 17:00,295,Gansbaai,Male,Imm,214,8,31,Transient,0.983158534,1,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2863574.663,-3962122.03,2.954852517,1.887589994,2863568.872,2863580.455,-3962125.73,-3962118.33,25.72392887,-33.67926482,2012/08/02 05:00,295,Gansbaai,Male,Imm,215,8,31,Transient,0.992780989,2,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2927260.22,-4009599.068,9.617990473,8.038903958,2927241.369,2927279.071,-4009614.824,-4009583.312,26.29602596,-34.03508234,2012/08/03 17:00,295,Gansbaai,Male,Imm,216,8,31,Transient,0.829283003,3,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2961826.967,-4010562.364,3.69846329,3.336764519,2961819.718,2961834.216,-4010568.904,-4010555.824,26.60654433,-34.04228627,2012/08/04 05:00,295,Gansbaai,Male,Imm,217,8,31,Transient,0.946817801,4,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2999443.311,-3969416.953,16.36958787,15.35153835,2999411.226,2999475.395,-3969447.042,-3969386.864,26.9444577,-33.73403399,2012/08/04 17:00,295,Gansbaai,Male,Imm,217,8,31,Transient,0.900723562,4,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2979960.147,-4002209.278,0.357465244,0.181266944,2979959.446,2979960.847,-4002209.633,-4002208.923,26.76943746,-33.97979779,2012/08/07 17:00,295,Gansbaai,Male,Imm,220,8,32,Transient,0.918690043,7,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_002,Albert,2012,2911117.399,-4019834.504,6.437963863,5.654845206,2911104.781,2911130.017,-4019845.588,-4019823.421,26.15101253,-34.11159572,2012/08/08 05:00,295,Gansbaai,Male,Imm,221,8,32,Transient,0.611515774,8,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_003,Albert,2012,2997166.282,-3979730.727,9.499944363,9.465462193,2997147.663,2997184.902,-3979749.279,-3979712.175,26.92400281,-33.81140803,2012/08/17 06:00,295,Gansbaai,Male,Imm,230,8,33,Transient,0.732656828,17,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_003,Albert,2012,2960695.726,-3994769.059,18.03690717,17.99972687,2960660.374,2960731.078,-3994804.338,-3994733.779,26.59638222,-33.9240993,2012/08/17 18:00,295,Gansbaai,Male,Imm,230,8,33,Transient,0.953134241,17,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_003,Albert,2012,2929954.425,-4008506.351,4.358594004,4.317742441,2929945.883,2929962.968,-4008514.814,-4008497.888,26.32022842,-34.02690978,2012/08/18 06:00,295,Gansbaai,Male,Imm,231,8,33,Transient,0.949354547,18,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_003,Albert,2012,2907204.413,-4015966.728,1.471375887,1.319051615,2907201.53,2907207.297,-4015969.313,-4015964.142,26.11586159,-34.08269097,2012/08/18 18:00,295,Gansbaai,Male,Imm,231,8,33,Transient,0.89955805,18,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_003,Albert,2012,2883160.452,-4030062.804,4.349044752,4.217599538,2883151.928,2883168.976,-4030071.07,-4030054.537,25.89987101,-34.18798604,2012/08/19 06:00,295,Gansbaai,Male,Imm,232,8,34,Transient,0.686744892,19,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_003,Albert,2012,2899693.564,-4017569.81,8.522039088,7.310398654,2899676.86,2899710.267,-4017584.138,-4017555.482,26.04839047,-34.09467236,2012/08/19 18:00,295,Gansbaai,Male,Imm,232,8,34,Transient,0.733783976,19,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2781308.03,-4031523.57,3.611428403,3.543705561,2781300.952,2781315.108,-4031530.516,-4031516.625,24.98491513,-34.19889013,2012/10/22 07:00,295,Gansbaai,Male,Imm,296,10,43,Transient,0.90815553,22,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2824089.468,-4017968.691,0.391662306,0.409255667,2824088.701,2824090.236,-4017969.493,-4017967.889,25.36922733,-34.09765333,2012/10/22 19:00,295,Gansbaai,Male,Imm,296,10,43,Transient,0.982720963,22,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2854046.051,-4010923.063,14.62803757,14.64074457,2854017.38,2854074.722,-4010951.759,-4010894.368,25.63833189,-34.04498358,2012/10/23 07:00,295,Gansbaai,Male,Imm,297,10,43,Transient,0.984723735,23,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2881946.681,-4007869.534,2.008755472,2.018617838,2881942.743,2881950.618,-4007873.491,-4007865.578,25.88896751,-34.02214659,2012/10/23 19:00,295,Gansbaai,Male,Imm,297,10,43,Transient,0.963774875,23,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2918084.857,-4025872.017,4.051980661,4.134628645,2918076.915,2918092.799,-4025880.121,-4025863.913,26.21360227,-34.15669547,2012/10/24 07:00,295,Gansbaai,Male,Imm,298,10,43,Transient,0.836025661,24,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2896164.519,-4052602.56,3.337152928,3.313253015,2896157.978,2896171.059,-4052609.054,-4052596.066,26.01668852,-34.35607847,2012/10/24 19:00,295,Gansbaai,Male,Imm,298,10,43,Transient,0.707126819,24,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2846149.72,-4028662.37,10.02067044,9.979974629,2846130.079,2846169.36,-4028681.931,-4028642.809,25.56739794,-34.17753099,2012/10/26 07:00,295,Gansbaai,Male,Imm,300,10,43,Transient,0.993458817,26,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2786129.034,-4040310.061,6.96652442,7.362418496,2786115.38,2786142.688,-4040324.491,-4040295.631,25.02822295,-34.264448,2012/10/26 19:00,295,Gansbaai,Male,Imm,300,10,43,Transient,0.99738398,26,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2749003.551,-4055975.193,7.215491659,7.310214027,2748989.408,2749017.693,-4055989.521,-4055960.865,24.69471906,-34.38120103,2012/10/27 07:00,295,Gansbaai,Male,Imm,301,10,43,Transient,0.996552355,27,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2704307.685,-4061473.355,3.619124702,3.722426172,2704300.591,2704314.778,-4061480.651,-4061466.059,24.29320926,-34.42214023,2012/10/27 19:00,295,Gansbaai,Male,Imm,301,10,43,Transient,0.966542198,27,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2610852.123,-4097065.053,4.206745278,3.986895161,2610843.877,2610860.368,-4097072.867,-4097057.238,23.45368366,-34.68666573,2012/11/03 19:00,295,Gansbaai,Male,Imm,308,11,44,Transient,0.565636953,3,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2610500.502,-4053655.09,3.783187661,4.260388642,2610493.086,2610507.917,-4053663.441,-4053646.74,23.450525,-34.36391953,2012/11/04 07:00,295,Gansbaai,Male,Imm,309,11,45,Transient,0.738593509,4,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2683251.595,-4016730.006,9.475274074,8.709884378,2683233.023,2683270.166,-4016747.078,-4016712.935,24.10405919,-34.0883959,2012/11/05 19:00,295,Gansbaai,Male,Imm,310,11,45,Transient,0.931257727,5,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2748340.781,-4018495.053,6.486014227,6.23846968,2748328.068,2748353.493,-4018507.28,-4018482.825,24.68876529,-34.10158683,2012/11/06 07:00,295,Gansbaai,Male,Imm,311,11,45,Transient,0.901327251,6,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2779333.69,-4037008.712,5.2307093,5.120087061,2779323.438,2779343.942,-4037018.747,-4036998.676,24.96717933,-34.23982197,2012/11/07 19:00,295,Gansbaai,Male,Imm,312,11,45,Transient,0.470675768,7,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2747535.464,-4038508.646,0.657078724,0.658471691,2747534.176,2747536.752,-4038509.937,-4038507.355,24.68153101,-34.25101146,2012/11/08 07:00,295,Gansbaai,Male,Imm,313,11,45,Transient,0.880880989,8,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2718175.9,-4034680.138,2.366210966,2.376862781,2718171.263,2718180.538,-4034684.797,-4034675.48,24.41778956,-34.22244788,2012/11/08 19:00,295,Gansbaai,Male,Imm,313,11,45,Transient,0.943543685,8,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2684948.829,-4015948.783,9.112590964,9.092794598,2684930.969,2684966.69,-4015966.605,-4015930.961,24.1193057,-34.08255683,2012/11/09 07:00,295,Gansbaai,Male,Imm,314,11,45,Transient,0.873004965,9,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2681723.668,-4040704.355,7.505876917,7.082724451,2681708.956,2681738.379,-4040718.237,-4040690.473,24.09033358,-34.26738871,2012/11/09 19:00,295,Gansbaai,Male,Imm,314,11,45,Transient,0.966400465,9,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2654121.4,-4074480.113,4.398735056,4.31128168,2654112.779,2654130.022,-4074488.563,-4074471.663,23.8423782,-34.51890778,2012/11/10 07:00,295,Gansbaai,Male,Imm,315,11,45,Transient,0.950470223,10,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2643215.221,-4095030.298,1.630842016,1.608981969,2643212.025,2643218.418,-4095033.452,-4095027.145,23.74440633,-34.67156587,2012/11/10 19:00,295,Gansbaai,Male,Imm,315,11,45,Transient,0.929053201,10,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2600812.699,-4063569.568,7.608958824,7.636050172,2600797.786,2600827.613,-4063584.535,-4063554.601,23.36349799,-34.43774327,2012/11/11 07:00,295,Gansbaai,Male,Imm,316,11,46,Transient,0.661077256,11,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2572813.77,-3987629.567,8.175714105,7.710998301,2572797.746,2572829.795,-3987644.681,-3987614.454,23.11197933,-33.87061751,2012/11/15 07:00,295,Gansbaai,Male,Imm,320,11,46,Transient,0.947286251,15,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2611443.666,-4010033.78,7.926863364,7.481160266,2611428.13,2611459.203,-4010048.443,-4010019.117,23.45899759,-34.03833337,2012/11/15 19:00,295,Gansbaai,Male,Imm,320,11,46,Transient,0.951253133,15,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2644796.852,-4015220.787,25.38035728,25.13790406,2644747.107,2644846.598,-4015270.057,-4015171.516,23.75861436,-34.07711524,2012/11/16 07:00,295,Gansbaai,Male,Imm,321,11,46,Transient,0.872234293,16,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2672088.649,-4010211.474,33.47273095,33.27874157,2672023.043,2672154.256,-4010276.7,-4010146.247,24.00378074,-34.03966224,2012/11/16 19:00,295,Gansbaai,Male,Imm,321,11,46,Transient,0.671435544,16,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2682702.163,-4038112.77,8.077161168,7.782103191,2682686.332,2682717.995,-4038128.023,-4038097.517,24.09912356,-34.24805838,2012/11/20 07:00,295,Gansbaai,Male,Imm,325,11,47,Transient,0.781032676,20,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2637861.305,-4029165.551,7.442980725,7.506107371,2637846.716,2637875.893,-4029180.263,-4029150.839,23.69631127,-34.18128768,2012/11/20 19:00,295,Gansbaai,Male,Imm,325,11,47,Transient,0.852147156,20,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2658452.075,-4027729.099,6.079052507,5.805811612,2658440.16,2658463.99,-4027740.478,-4027717.719,23.88128131,-34.17056284,2012/11/26 07:00,295,Gansbaai,Male,Imm,331,11,48,Transient,0.976242066,26,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2604930.26,-4008819.406,7.095037285,6.944205812,2604916.354,2604944.167,-4008833.016,-4008805.795,23.40048667,-34.02925123,2012/11/26 19:00,295,Gansbaai,Male,Imm,331,11,48,Transient,0.992479481,26,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2563969.293,-4021781.084,1.130337048,1.11909208,2563967.077,2563971.508,-4021783.277,-4021778.89,23.03252804,-34.12613917,2012/11/27 07:00,295,Gansbaai,Male,Imm,332,11,48,Transient,0.999717818,27,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2502175.555,-4060024.819,9.609072512,9.426643589,2502156.721,2502194.388,-4060043.295,-4060006.342,22.47742544,-34.41135642,2012/11/27 19:00,295,Gansbaai,Male,Imm,332,11,48,Transient,0.987920427,27,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2518287.468,-3984124.701,15.25450656,14.84588669,2518257.569,2518317.367,-3984153.799,-3984095.603,22.62216123,-33.84435025,2012/12/04 19:00,295,Gansbaai,Male,Imm,339,12,49,Transient,0.940529353,4,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2555938.792,-4017383.297,8.687280578,8.467559523,2555921.765,2555955.819,-4017399.894,-4017366.701,22.96038882,-34.09327846,2012/12/05 07:00,295,Gansbaai,Male,Imm,340,12,49,Transient,0.994876612,5,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2587111.19,-4063444.255,8.563433267,8.280357133,2587094.406,2587127.975,-4063460.484,-4063428.025,23.24041524,-34.43681059,2012/12/05 19:00,295,Gansbaai,Male,Imm,340,12,49,Transient,0.936488143,5,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albert_004,Albert,2012,2547315.857,-4079906.633,6.585692656,6.206202232,2547302.949,2547328.765,-4079918.797,-4079894.469,22.88292768,-34.55924646,2012/12/06 07:00,295,Gansbaai,Male,Imm,341,12,49,Transient,0.78133679,6,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albertina_004,Albertina,2012,2493857.276,-4072250.211,1.00E-05,1.00E-05,2493857.275,2493857.276,-4072250.211,-4072250.211,22.40270107,-34.50232581,2012/03/10 17:00,351,Mossel Bay,Female,Imm,70,3,10,Transient,0.667281977,10,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albertina_004,Albertina,2012,2490313.578,-4093280.101,0.899114911,2.792399451,2490311.816,2490315.34,-4093285.574,-4093274.628,22.37086749,-34.65857547,2012/03/11 05:00,351,Mossel Bay,Female,Imm,71,3,11,Transient,0.997158327,11,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albertina_004,Albertina,2012,2547832.814,-4157442.419,24.98664326,27.05959597,2547783.841,2547881.788,-4157495.456,-4157389.382,22.88757159,-35.13345805,2012/03/11 17:00,351,Mossel Bay,Female,Imm,71,3,11,Transient,0.999991307,11,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albertina_004,Albertina,2012,2457828.563,-4235762.984,1.21198018,1.611026602,2457826.187,2457830.938,-4235766.142,-4235759.826,22.07904964,-35.70936273,2012/03/12 05:00,351,Mossel Bay,Female,Imm,72,3,11,Transient,0.999987693,12,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albertina_004,Albertina,2012,2424136.406,-4303088.251,12.20009334,16.07348972,2424112.494,2424160.318,-4303119.755,-4303056.747,21.77638784,-36.20108717,2012/03/12 17:00,351,Mossel Bay,Female,Imm,72,3,11,Transient,0.999735349,12,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
Albertina_004,Albertina,2012,2391827.761,-4323921.587,0.530009788,0.768148353,2391826.722,2391828.8,-4323923.093,-4323920.082,21.48615435,-36.35262136,2012/03/13 05:00,351,Mossel Bay,Female,Imm,73,3,11,Transient,0.999993242,13,SHARKGROUP,SATTELITETAG,WHITE SHARK,CARCHARODON CARCHARIAS
