"SHARKID","DATE","SIGHTING","SPECIES_SCIENTIFIC","SPECIES_COMMON","DAY","MONTH","YEAR","OWNER","DATATYPE","LATITUDE","LONGITUDE"
2009062809,2011-05-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","05","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062811,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062903,2009-06-29,1,"CARCHARODON CARCHARIAS","WHITE SHARK","29","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062904,2009-06-29,1,"CARCHARODON CARCHARIAS","WHITE SHARK","29","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009063001,2009-06-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009063001,2010-05-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2009-07-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-01-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","01","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-02-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","02","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-03-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-04-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-04-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-04-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-05-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","05","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-05-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","05","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-05-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","05","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070202,2011-06-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070203,2009-07-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070203,2010-05-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070203,2010-05-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070203,2010-07-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070203,2010-09-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070204,2009-07-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070205,2009-07-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070402,2009-07-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009070403,2009-07-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071002,2009-07-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071002,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071003,2009-07-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071003,2010-05-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071006,2009-07-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071006,2010-03-16,1,"CARCHARODON CARCHARIAS","WHITE SHARK","16","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071006,2010-05-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071502,2009-07-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071701,2009-07-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071701,2010-09-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071802,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071803,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071803,2010-04-24,1,"CARCHARODON CARCHARIAS","WHITE SHARK","24","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071803,2010-05-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071803,2010-05-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071803,2010-08-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071804,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071804,2009-07-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071805,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071805,2010-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071806,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071807,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071807,2009-07-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071807,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071807,2010-08-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009071807,2010-09-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072001,2009-07-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072002,2009-07-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072002,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072002,2011-04-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072102,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072103,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072103,2011-06-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009072103,2011-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022401,2010-02-24,1,"CARCHARODON CARCHARIAS","WHITE SHARK","24","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022401,2010-03-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022402,2010-02-24,1,"CARCHARODON CARCHARIAS","WHITE SHARK","24","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022402,2010-03-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022501,2010-02-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022501,2010-02-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022501,2010-02-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022501,2010-03-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022502,2010-02-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022502,2010-03-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022502,2010-03-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022502,2010-03-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022502,2010-03-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022503,2010-02-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022503,2011-01-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","01","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022503,2011-02-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","02","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022503,2011-02-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","02","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022601,2010-02-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022601,2010-03-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022601,2010-03-07,1,"CARCHARODON CARCHARIAS","WHITE SHARK","07","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022601,2010-09-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022603,2010-02-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022605,2010-02-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022605,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022605,2010-03-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022605,2011-04-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022701,2010-02-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022702,2010-02-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022703,2010-02-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022703,2010-04-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022703,2010-04-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022801,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-03-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-09-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-10-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","10","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-10-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","10","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-11-03,1,"CARCHARODON CARCHARIAS","WHITE SHARK","03","11","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-11-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","11","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-12-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2010-12-07,1,"CARCHARODON CARCHARIAS","WHITE SHARK","07","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2011-08-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","08","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022803,2011-10-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","10","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022804,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022805,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022806,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022806,2010-04-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022806,2010-12-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022806,2010-12-24,1,"CARCHARODON CARCHARIAS","WHITE SHARK","24","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022806,2010-12-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022806,2011-03-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010022807,2010-02-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","02","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-03-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-03-05,1,"CARCHARODON CARCHARIAS","WHITE SHARK","05","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-03-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-03-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-03-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-03-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-04-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-04-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-05-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-05-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-05-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030102,2010-05-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030401,2010-03-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030401,2010-03-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030401,2010-03-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2010-03-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2010-04-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2010-12-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2010-12-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2011-01-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","01","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2011-02-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","02","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030402,2011-06-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030601,2010-03-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030602,2010-03-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2010-03-07,1,"CARCHARODON CARCHARIAS","WHITE SHARK","07","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2010-09-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2010-09-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2010-09-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2010-09-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2010-09-29,1,"CARCHARODON CARCHARIAS","WHITE SHARK","29","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2011-07-16,1,"CARCHARODON CARCHARIAS","WHITE SHARK","16","07","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2011-07-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","07","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030702,2011-07-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","07","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010030801,2010-03-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031001,2010-03-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031001,2010-04-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-03-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-03-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-04-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-04-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-05-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-06-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2010-07-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031003,2011-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031101,2010-03-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031101,2010-05-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031102,2010-03-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031103,2010-03-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031202,2010-03-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031202,2010-03-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031202,2011-06-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031203,2010-03-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031301,2010-03-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031301,2011-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031302,2010-03-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031302,2011-03-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031401,2010-03-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2010031401,2010-03-16,1,"CARCHARODON CARCHARIAS","WHITE SHARK","16","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
