"SHARKID","DATE","SIGHTING","SPECIES_SCIENTIFIC","SPECIES_COMMON","DAY","MONTH","YEAR","OWNER","DATATYPE","LATITUDE","LONGITUDE"
2009052603,2009-05-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052603,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052604,2009-05-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052604,2009-06-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052604,2009-07-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052604,2010-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052604,2010-08-03,1,"CARCHARODON CARCHARIAS","WHITE SHARK","03","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052604,2010-10-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","10","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052606,2009-05-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052701,2009-05-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052701,2011-06-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052702,2009-05-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052702,2010-04-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052703,2009-05-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2009-05-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","05","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2009-06-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-04-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-04-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-11-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","11","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-11-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","11","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-12-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009052704,2010-12-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","12","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060102,2009-06-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060103,2009-06-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060201,2009-06-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060202,2009-06-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060203,2009-06-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060203,2010-07-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060204,2009-06-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060204,2009-06-03,1,"CARCHARODON CARCHARIAS","WHITE SHARK","03","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060204,2011-11-03,1,"CARCHARODON CARCHARIAS","WHITE SHARK","03","11","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060901,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060902,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060902,2010-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060903,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-06-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-07-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-07-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-07-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2009-07-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2011-03-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2011-03-29,1,"CARCHARODON CARCHARIAS","WHITE SHARK","29","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2011-03-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","03","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2011-05-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","05","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060904,2011-06-03,1,"CARCHARODON CARCHARIAS","WHITE SHARK","03","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060905,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009060906,2009-06-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061101,2009-06-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061103,2009-06-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061104,2009-06-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061104,2009-06-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061201,2009-06-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061201,2010-09-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061201,2010-09-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061203,2009-06-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061301,2009-06-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061302,2009-06-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061302,2010-05-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061302,2010-07-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061302,2010-08-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061302,2010-09-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061302,2010-09-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061401,2009-06-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061401,2009-06-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061402,2009-06-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061402,2009-07-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061402,2010-07-03,1,"CARCHARODON CARCHARIAS","WHITE SHARK","03","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061402,2010-07-07,1,"CARCHARODON CARCHARIAS","WHITE SHARK","07","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061403,2009-06-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061403,2009-06-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061403,2009-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2009-06-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-03-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-03-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-03-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-03-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-03-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-05-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-05-20,1,"CARCHARODON CARCHARIAS","WHITE SHARK","20","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-06-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061404,2010-06-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2009-06-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-04-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-04-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-04-24,1,"CARCHARODON CARCHARIAS","WHITE SHARK","24","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-04-26,1,"CARCHARODON CARCHARIAS","WHITE SHARK","26","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-08-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-09-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-09-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061405,2010-09-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061501,2009-06-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061501,2009-07-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061501,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061501,2010-04-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061501,2010-04-24,1,"CARCHARODON CARCHARIAS","WHITE SHARK","24","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061501,2010-08-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061502,2009-06-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061502,2011-04-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","04","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061502,2011-06-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061502,2011-06-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061503,2009-06-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061504,2009-06-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061504,2009-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061504,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061505,2009-06-15,1,"CARCHARODON CARCHARIAS","WHITE SHARK","15","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061505,2011-06-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","06","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061801,2009-06-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061801,2010-06-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061801,2010-06-25,1,"CARCHARODON CARCHARIAS","WHITE SHARK","25","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061802,2009-06-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061803,2009-06-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2009-06-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-03-09,1,"CARCHARODON CARCHARIAS","WHITE SHARK","09","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-03-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-03-19,1,"CARCHARODON CARCHARIAS","WHITE SHARK","19","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-04-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-04-08,1,"CARCHARODON CARCHARIAS","WHITE SHARK","08","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-04-11,1,"CARCHARODON CARCHARIAS","WHITE SHARK","11","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-04-13,1,"CARCHARODON CARCHARIAS","WHITE SHARK","13","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-04-23,1,"CARCHARODON CARCHARIAS","WHITE SHARK","23","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009061804,2010-06-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062101,2009-06-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062101,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062102,2009-06-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062103,2009-06-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062201,2009-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062201,2010-05-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062201,2010-05-16,1,"CARCHARODON CARCHARIAS","WHITE SHARK","16","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062201,2010-07-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062203,2009-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062203,2010-06-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062203,2010-06-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062203,2010-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062203,2010-07-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062204,2009-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062206,2009-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062206,2009-07-04,1,"CARCHARODON CARCHARIAS","WHITE SHARK","04","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062206,2010-06-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062206,2010-06-22,1,"CARCHARODON CARCHARIAS","WHITE SHARK","22","06","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062206,2010-09-30,1,"CARCHARODON CARCHARIAS","WHITE SHARK","30","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062701,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062701,2011-05-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","05","2011","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062704,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062704,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062704,2009-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062704,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062705,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062706,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062708,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062709,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062709,2010-09-17,1,"CARCHARODON CARCHARIAS","WHITE SHARK","17","09","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062710,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062711,2009-06-27,1,"CARCHARODON CARCHARIAS","WHITE SHARK","27","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062711,2009-07-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","07","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062711,2010-05-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062803,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062803,2010-07-12,1,"CARCHARODON CARCHARIAS","WHITE SHARK","12","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062804,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062804,2010-03-10,1,"CARCHARODON CARCHARIAS","WHITE SHARK","10","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062804,2010-04-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062804,2010-07-18,1,"CARCHARODON CARCHARIAS","WHITE SHARK","18","07","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2009-06-29,1,"CARCHARODON CARCHARIAS","WHITE SHARK","29","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2010-03-14,1,"CARCHARODON CARCHARIAS","WHITE SHARK","14","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2010-04-06,1,"CARCHARODON CARCHARIAS","WHITE SHARK","06","04","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2010-05-21,1,"CARCHARODON CARCHARIAS","WHITE SHARK","21","05","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2010-08-02,1,"CARCHARODON CARCHARIAS","WHITE SHARK","02","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062805,2010-08-05,1,"CARCHARODON CARCHARIAS","WHITE SHARK","05","08","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062806,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062807,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062808,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062808,2009-06-29,1,"CARCHARODON CARCHARIAS","WHITE SHARK","29","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062808,2010-03-01,1,"CARCHARODON CARCHARIAS","WHITE SHARK","01","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062808,2010-03-05,1,"CARCHARODON CARCHARIAS","WHITE SHARK","05","03","2010","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
2009062809,2009-06-28,1,"CARCHARODON CARCHARIAS","WHITE SHARK","28","06","2009","ANDREOTTI","BOATSIGHTING",-34.676456,19.408877
