"SHARKNAME","SHARKSEX_TRACKNUMBER","DATE","TIME","BOAT","LATITUDE","LONGITUDE","HABITAT_TYPE","OWNER","DATATYPE","DAY","MONTH","YEAR","SPECIES_COMMON","SPECIES_SCIENTIFIC"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:14:00,NA,-34.65127,19.42805,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:19:00,NA,-34.65095,19.42533333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:24:00,NA,-34.64938,19.4234,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:29:00,NA,-34.64858,19.42328333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:34:00,NA,-34.647,19.4213,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:39:00,NA,-34.64533,19.4189,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:44:00,NA,-34.64372,19.41805,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:49:00,NA,-34.64228,19.41755,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:54:00,NA,-34.6417,19.4164,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 19:59:00,NA,-34.64115,19.4153,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:04:00,NA,-34.63912,19.41218333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:09:00,NA,-34.6377,19.41088333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:14:00,NA,-34.63725,19.4099,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:24:00,NA,-34.63858,19.4066,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:29:00,NA,-34.63982,19.40475,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:34:00,NA,-34.64115,19.40288333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:39:00,NA,-34.64255,19.40428333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:42:00,NA,-34.64502,19.40708333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:49:00,NA,-34.64658,19.40885,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:54:00,NA,-34.64782,19.40701667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 20:59:00,NA,-34.64977,19.40533333,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:05:00,NA,-34.64992,19.40476667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:10:00,NA,-34.64943,19.403,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:15:00,NA,-34.64908,19.40121667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:20:00,NA,-34.64995,19.39825,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:25:00,NA,-34.6484,19.39901667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:30:00,NA,-34.6475,19.39895,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:35:00,NA,-34.64528,19.3965,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:40:00,NA,-34.64397,19.39366667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:45:00,NA,-34.64315,19.39245,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:50:00,NA,-34.64207,19.3924,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 21:55:00,NA,-34.6406,19.39556667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 22:00:00,NA,-34.64177,19.39575,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T5",2010-09-22,1899-12-31 22:05:00,NA,-34.64287,19.39746667,"INS PR","TOWNER","ACOUSTICTAG","22","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:00:00,NA,-34.63795,19.40913,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:05:00,NA,-34.63863,19.41077,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:10:00,NA,-34.63875,19.41118,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:15:00,NA,-34.63905,19.41088,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:20:00,NA,-34.63948,19.41035,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:25:00,NA,-34.63833,19.41232,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:30:00,NA,-34.63862,19.41077,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:35:00,NA,-34.63867,19.41057,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:40:00,NA,-34.63872,19.41028,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:45:00,NA,-34.63852,19.41143,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:50:00,NA,-34.6384,19.41112,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 08:55:00,NA,-34.63815,19.41092,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:00:00,NA,-34.63843,19.4102,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:05:00,NA,-34.63838,19.41022,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:10:00,NA,-34.6382,19.41137,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:15:00,NA,-34.6381,19.41265,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:20:00,NA,-34.63883,19.413,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:25:00,NA,-34.63842,19.41262,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:30:00,NA,-34.63733,19.41227,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:37:00,NA,-34.63752,19.41307,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:40:00,NA,-34.63733,19.41268,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:45:00,NA,-34.63695,19.41235,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:50:00,NA,-34.63752,19.41248,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 09:55:00,NA,-34.63647,19.41258,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:00:00,NA,-34.63748,19.41283,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:05:00,NA,-34.6368,19.41255,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:10:00,NA,-34.63647,19.4126,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:15:00,NA,-34.63652,19.41275,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:20:00,NA,-34.63705,19.41218,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:25:00,NA,-34.6369,19.4124,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:30:00,NA,-34.63683,19.41208,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:35:00,NA,-34.63793,19.41252,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:40:00,NA,-34.63752,19.41235,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:45:00,NA,-34.63688,19.41195,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:50:00,NA,-34.6373,19.41283,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 10:55:00,NA,-34.63708,19.41247,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:00:00,NA,-34.63745,19.41288,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:05:00,NA,-34.63758,19.41303,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:10:00,NA,-34.6372,19.41262,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:15:00,NA,-34.63698,19.4125,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:20:00,NA,-34.63702,19.41367,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:25:00,NA,-34.63807,19.41398,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:30:00,NA,-34.63758,19.41355,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:35:00,NA,-34.63668,19.41292,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:40:00,NA,-34.63652,19.41332,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:45:00,NA,-34.63795,19.41375,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:50:00,NA,-34.63722,19.4124,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 11:55:00,NA,-34.63657,19.41358,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:00:00,NA,-34.63662,19.41295,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:05:00,NA,-34.63717,19.41257,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:10:00,NA,-34.63703,19.41257,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:15:00,NA,-34.63677,19.4125,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:20:00,NA,-34.63605,19.41317,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:25:00,NA,-34.6364,19.4151,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:30:00,NA,-34.63715,19.41412,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:35:00,NA,-34.63748,19.4136,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:40:00,NA,-34.637,19.41177,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:45:00,NA,-34.63623,19.41303,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:50:00,NA,-34.63708,19.41328,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 12:55:00,NA,-34.63703,19.41327,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:00:00,NA,-34.6373,19.41318,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:10:00,NA,-34.63785,19.41433,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:15:00,NA,-34.63798,19.41313,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:20:00,NA,-34.63773,19.41288,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:25:00,NA,-34.63743,19.41373,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:30:00,NA,-34.63702,19.41303,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:35:00,NA,-34.63687,19.41252,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:40:00,NA,-34.6366,19.41317,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:45:00,NA,-34.63737,19.41363,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:50:00,NA,-34.637,19.41308,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 13:55:00,NA,-34.63818,19.4135,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:00:00,NA,-34.63788,19.41295,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:05:00,NA,-34.63792,19.4133,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:10:00,NA,-34.63742,19.41185,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:15:00,NA,-34.63727,19.41257,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:20:00,NA,-34.63682,19.41332,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:25:00,NA,-34.63822,19.41443,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:30:00,NA,-34.63865,19.41375,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:35:00,NA,-34.63697,19.41283,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:40:00,NA,-34.63693,19.4128,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:45:00,NA,-34.6366,19.41335,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:50:00,NA,-34.63718,19.41383,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 14:55:00,NA,-34.63692,19.41323,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:05:00,NA,-34.63692,19.41363,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:10:00,NA,-34.63668,19.41412,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:15:00,NA,-34.63695,19.41467,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:20:00,NA,-34.63725,19.41407,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:25:00,NA,-34.6366,19.41372,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:30:00,NA,-34.6362,19.4145,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:35:00,NA,-34.63755,19.41377,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:40:00,NA,-34.63678,19.41317,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:45:00,NA,-34.63642,19.41445,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:50:00,NA,-34.63605,19.41407,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 15:55:00,NA,-34.63612,19.41492,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"BIZUM","WSF2 T6",2010-09-29,1899-12-31 16:00:00,NA,-34.63543,19.41423,"INS PR","TOWNER","ACOUSTICTAG","29","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"LORI","WSF3 T1",2010-11-22,1899-12-31 08:45:00,NA,-34.6198,19.42056667,"INS SB","TOWNER","ACOUSTICTAG","22","11","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"LORI","WSF3 T1",2010-11-22,1899-12-31 08:53:00,NA,-34.61961667,19.41813333,"INS SB","TOWNER","ACOUSTICTAG","22","11","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"LORI","WSF3 T1",2010-11-22,1899-12-31 09:05:00,NA,-34.62241667,19.41893333,"INS SB","TOWNER","ACOUSTICTAG","22","11","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
