"SHARKNAME","SHARKSEX_TRACKNUMBER","DATE","TIME","BOAT","LATITUDE","LONGITUDE","HABITAT_TYPE","OWNER","DATATYPE","DAY","MONTH","YEAR","SPECIES_COMMON","SPECIES_SCIENTIFIC"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 10:30:00,NA,-34.63626667,19.42525,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 10:40:00,NA,-34.63605,19.42408333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 10:45:00,NA,-34.63576667,19.42485,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 10:50:00,NA,-34.636,19.42375,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 10:55:00,NA,-34.63718333,19.42456667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 10:58:00,"x",-34.63775,19.42516667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:00:00,"x",-34.63781667,19.42563333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:06:00,"x",-34.63781333,19.4256325,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:10:00,"x",-34.63776667,19.42545,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:15:00,"x",-34.63693333,19.42541667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:20:00,"x",-34.63686667,19.42563333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:40:00,"x",-34.63715,19.42545,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:45:00,"x",-34.63631667,19.42503333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:50:00,"x",-34.63543333,19.42443333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 11:55:00,"x",-34.63691667,19.42528333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:00:00,"x",-34.63723333,19.42451667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:04:00,"x",-34.63651667,19.4253,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:10:00,"x",-34.63621667,19.42561667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:15:00,"x",-34.63628333,19.42576667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:20:00,"x",-34.63658333,19.42501667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:25:00,"x",-34.6365,19.42528333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:30:00,"x",-34.6365,19.42443333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:35:00,"x",-34.63665,19.42581667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:40:00,"x",-34.63666667,19.42523333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:45:00,"x",-34.63686667,19.42436667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:50:00,"x",-34.63628333,19.42568333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 12:55:00,"x",-34.63646667,19.4252,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:00:00,"x",-34.63595,19.42423333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:05:00,"x",-34.63648333,19.4253,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:10:00,"x",-34.63655,19.42563333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:15:00,"x",-34.63641667,19.42456667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:20:00,"x",-34.63628333,19.42551667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:25:00,"x",-34.63655,19.42465,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:30:00,"x",-34.63631667,19.42471667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:35:00,"x",-34.63696667,19.42446667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:40:00,"x",-34.63705,19.42533333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:45:00,"x",-34.63698333,19.42486667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:50:00,"x",-34.63715,19.42388333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 13:55:00,"x",-34.63695,19.42545,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:00:00,"x",-34.63691667,19.4257,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:05:00,"x",-34.63706667,19.4253,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:10:00,"x",-34.63698333,19.42453333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:15:00,"x",-34.63643333,19.4244667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:20:00,"x",-34.63606667,19.42505,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:25:00,"x",-34.63606667,19.4239,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:35:00,"x",-34.63628333,19.42473333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:40:00,"x",-34.63628333,19.42465,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:45:00,"x",-34.63606667,19.42368333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 14:50:00,"x",-34.63571667,19.4245,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:00:00,"x",-34.63586667,19.42445,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:05:00,NA,-34.63598333,19.42468333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:10:00,NA,-34.63656667,19.42418333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:15:00,NA,-34.63651667,19.42495,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:20:00,NA,-34.63613333,19.42386667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:25:00,NA,-34.6362,19.42478333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:30:00,NA,-34.63593333,19.42356667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:35:00,NA,-34.63563333,19.42285,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:40:00,NA,-34.63513333,19.42338333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:45:00,NA,-34.63553333,19.42381667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:50:00,NA,-34.6361,19.42303333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 15:55:00,NA,-34.63655,19.42233333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:00:00,NA,-34.63623333,19.4219,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:05:00,NA,-34.63646667,19.42205,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:10:00,NA,-34.63703333,19.42306667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:15:00,NA,-34.6373,19.42228333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:20:00,NA,-34.63668333,19.4214,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:25:00,NA,-34.63615,19.42068333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:30:00,NA,-34.63735,19.42238333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:35:00,NA,-34.6375,19.42423333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:40:00,NA,-34.63675,19.42413333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:45:00,NA,-34.63433333,19.42568333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:50:00,NA,-34.63243333,19.42513333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 16:55:00,NA,-34.63201667,19.42463333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:00:00,NA,-34.62993333,19.42426667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:05:00,NA,-34.63013333,19.42323333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:10:00,NA,-34.62768333,19.42295,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:15:00,NA,-34.62615,19.42151667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:20:00,NA,-34.62835,19.423,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:25:00,NA,-34.62971667,19.42305,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:30:00,NA,-34.63048333,19.42291667,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:35:00,NA,-34.63296667,19.42313333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:40:00,NA,-34.63453333,19.42253333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:45:00,NA,-34.63603333,19.42333333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:50:00,NA,-34.63791667,19.42343333,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 17:55:00,NA,-34.63966667,19.4223,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T1",2010-09-03,1899-12-31 18:00:00,NA,-34.64081667,19.42215,"INS PR","TOWNER","ACOUSTICTAG","03","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 09:10:00,"x",-34.63736667,19.42398333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 09:30:00,"x",-34.63788333,19.42348333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 09:35:00,"x",-34.63791667,19.4237,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 09:40:00,"x",-34.63806667,19.42398333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 09:45:00,"x",-34.63816667,19.42445,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 09:55:00,NA,-34.6346,19.42601667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:00:00,NA,-34.63425,19.428,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:05:00,NA,-34.63293333,19.42998333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:10:00,NA,-34.63666667,19.43051667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:15:00,NA,-34.63583333,19.43071667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:20:00,NA,-34.63621667,19.42931667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:25:00,NA,-34.63885,19.42818333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:30:00,NA,-34.64023333,19.42835,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:35:00,NA,-34.6403,19.42835,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:40:00,NA,-34.64033333,19.43011667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:45:00,NA,-34.63808333,19.4291,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:50:00,NA,-34.63651667,19.4308333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 10:55:00,NA,-34.63595,19.42763333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:00:00,NA,-34.63373333,19.42728333,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:05:00,NA,-34.63281667,19.4268,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:10:00,NA,-34.63183333,19.42611667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:15:00,NA,-34.6316,19.42366667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:20:00,NA,-34.63218333,19.4233,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:25:00,NA,-34.63328333,19.425,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:30:00,NA,-34.63420667,19.42536667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:35:00,NA,-34.635,19.42755,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:40:00,NA,-34.6331333,19.431,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:45:00,NA,-34.6346,19.43111667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:50:00,NA,-34.63633,19.43286667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 11:55:00,NA,-34.6365,19.43241667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T2",2010-09-05,1899-12-31 12:00:00,NA,-34.637333,19.43251667,"INS PR","TOWNER","ACOUSTICTAG","05","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 07:49:00,NA,-34.62743333,19.41786667,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 07:50:00,NA,-34.62541667,19.41675,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:00:00,NA,-34.62563333,19.41601667,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:05:00,NA,-34.62646667,19.41741667,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:09:00,NA,-34.6283,19.41995,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:15:00,NA,-34.62773333,19.42361667,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:20:00,NA,-34.62836667,19.42531667,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:25:00,NA,-34.62945,19.4262,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:30:00,NA,-34.63106667,19.42735,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:35:00,NA,-34.63295,19.42898333,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:40:00,NA,-34.6347,19.4299,"INS SB","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:45:00,NA,-34.63645,19.43073333,"INS PR","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
"SARIKA","WSF1 T3",2010-09-14,1899-12-31 08:50:00,NA,-34.63658333,19.43081667,"INS PR","TOWNER","ACOUSTICTAG","14","09","2010","WHITE SHARK","CARCHARODON CARCHARIAS"
